Year,Géographie,Type de matières récupérées,Sources des matières préparées en vue du recyclage,Value
2018,Manitoba,Métaux mélangés,Toutes les sources des matières récupérées,3.103875224
2018,Manitoba,Métaux mélangés,Sources des matières résidentielles récupérées,2.429730379
2018,Manitoba,Métaux mélangés,Sources des matières non résidentielles récupérées,0.674144845
2018,Manitoba,Électroménagers,Toutes les sources des matières récupérées,2.197623492
2018,Manitoba,Électroménagers,Sources des matières résidentielles récupérées,1.34828969
2018,Manitoba,Électroménagers,Sources des matières non résidentielles récupérées,0.849333801
2018,Manitoba,Matériel électronique,Toutes les sources des matières récupérées,2.235322381
2018,Manitoba,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Manitoba,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Manitoba,Matières plastiques,Toutes les sources des matières récupérées,5.017648255
2018,Manitoba,Matières plastiques,Sources des matières résidentielles récupérées,4.239277068
2018,Manitoba,Matières plastiques,Sources des matières non résidentielles récupérées,0.778371186
2018,Manitoba,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2018,Manitoba,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2018,Manitoba,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2018,Manitoba,Textiles,Toutes les sources des matières récupérées,
2018,Manitoba,Textiles,Sources des matières résidentielles récupérées,
2018,Manitoba,Textiles,Sources des matières non résidentielles récupérées,
2018,Manitoba,Pneus,Toutes les sources des matières récupérées,11.83079851
2018,Manitoba,Pneus,Sources des matières résidentielles récupérées,
2018,Manitoba,Pneus,Sources des matières non résidentielles récupérées,
2018,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,2.953818861
2018,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,1.910077061
2018,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,1.0437418
2018,Manitoba,Matières organiques,Toutes les sources des matières récupérées,41.59591965
2018,Manitoba,Matières organiques,Sources des matières résidentielles récupérées,31.92800251
2018,Manitoba,Matières organiques,Sources des matières non résidentielles récupérées,9.667917136
2018,Manitoba,Autres matières,Toutes les sources des matières récupérées,4.606656441
2018,Manitoba,Autres matières,Sources des matières résidentielles récupérées,2.60196256
2018,Manitoba,Autres matières,Sources des matières non résidentielles récupérées,2.004693881
2018,Saskatchewan,Toutes les matières,Toutes les sources des matières récupérées,167.591264
2018,Saskatchewan,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,49.38942146
2018,Saskatchewan,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,32.54266992
2018,Saskatchewan,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,16.84675154
2018,Saskatchewan,Verre,Toutes les sources des matières récupérées,
2018,Saskatchewan,Verre,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Verre,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Métaux ferreux,Toutes les sources des matières récupérées,
2018,Saskatchewan,Métaux ferreux,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Métaux ferreux,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Cuivre et aluminium,Toutes les sources des matières récupérées,6.604594553
2018,Saskatchewan,Cuivre et aluminium,Sources des matières résidentielles récupérées,5.834216327
2018,Saskatchewan,Cuivre et aluminium,Sources des matières non résidentielles récupérées,0.770378226
2018,Saskatchewan,Métaux mélangés,Toutes les sources des matières récupérées,1.395288384
2018,Saskatchewan,Métaux mélangés,Sources des matières résidentielles récupérées,0.852150216
2018,Saskatchewan,Métaux mélangés,Sources des matières non résidentielles récupérées,0.543138168
2018,Saskatchewan,Électroménagers,Toutes les sources des matières récupérées,1.596705708
2018,Saskatchewan,Électroménagers,Sources des matières résidentielles récupérées,0.859897036
2018,Saskatchewan,Électroménagers,Sources des matières non résidentielles récupérées,0.736808672
2018,Saskatchewan,Matériel électronique,Toutes les sources des matières récupérées,2.017616269
2018,Saskatchewan,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Matières plastiques,Toutes les sources des matières récupérées,9.272943714
2018,Saskatchewan,Matières plastiques,Sources des matières résidentielles récupérées,8.532692011
2018,Saskatchewan,Matières plastiques,Sources des matières non résidentielles récupérées,0.740251703
2018,Saskatchewan,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1.623389199
2018,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Textiles,Toutes les sources des matières récupérées,
2018,Saskatchewan,Textiles,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Textiles,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Pneus,Toutes les sources des matières récupérées,14.68194569
2018,Saskatchewan,Pneus,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Pneus,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,3.431841324
2018,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2018,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Matières organiques,Toutes les sources des matières récupérées,28.45493115
2018,Saskatchewan,Matières organiques,Sources des matières résidentielles récupérées,21.35109708
2018,Saskatchewan,Matières organiques,Sources des matières non résidentielles récupérées,7.103834073
2018,Saskatchewan,Autres matières,Toutes les sources des matières récupérées,1.161162264
2018,Saskatchewan,Autres matières,Sources des matières résidentielles récupérées,0.721315031
2018,Saskatchewan,Autres matières,Sources des matières non résidentielles récupérées,0.439847233
2018,Alberta,Toutes les matières,Toutes les sources des matières récupérées,216.5664133
2018,Alberta,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Alberta,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Alberta,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,59.3156557
2018,Alberta,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,32.59377308
2018,Alberta,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,26.72188262
2018,Alberta,Verre,Toutes les sources des matières récupérées,16.0417842
2018,Alberta,Verre,Sources des matières résidentielles récupérées,14.68868325
2018,Alberta,Verre,Sources des matières non résidentielles récupérées,1.353100953
2018,Alberta,Métaux ferreux,Toutes les sources des matières récupérées,9.331185185
2018,Alberta,Métaux ferreux,Sources des matières résidentielles récupérées,1.28772589
2018,Alberta,Métaux ferreux,Sources des matières non résidentielles récupérées,8.043459295
2018,Alberta,Cuivre et aluminium,Toutes les sources des matières récupérées,4.057208997
2018,Alberta,Cuivre et aluminium,Sources des matières résidentielles récupérées,3.011673288
2018,Alberta,Cuivre et aluminium,Sources des matières non résidentielles récupérées,1.045535709
2018,Alberta,Métaux mélangés,Toutes les sources des matières récupérées,3.066346383
2018,Alberta,Métaux mélangés,Sources des matières résidentielles récupérées,1.488271458
2018,Alberta,Métaux mélangés,Sources des matières non résidentielles récupérées,1.578074925
2018,Alberta,Électroménagers,Toutes les sources des matières récupérées,3.220361657
2018,Alberta,Électroménagers,Sources des matières résidentielles récupérées,2.295339409
2018,Alberta,Électroménagers,Sources des matières non résidentielles récupérées,0.925022247
2018,Alberta,Matériel électronique,Toutes les sources des matières récupérées,2.35233902
2018,Alberta,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Alberta,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Alberta,Matières plastiques,Toutes les sources des matières récupérées,8.62811244
2018,Alberta,Matières plastiques,Sources des matières résidentielles récupérées,7.041429411
2018,Alberta,Matières plastiques,Sources des matières non résidentielles récupérées,1.58668303
2018,Alberta,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2018,Alberta,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2018,Alberta,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2018,Alberta,Textiles,Toutes les sources des matières récupérées,
2018,Alberta,Textiles,Sources des matières résidentielles récupérées,
2018,Alberta,Textiles,Sources des matières non résidentielles récupérées,
2018,Alberta,Pneus,Toutes les sources des matières récupérées,15.72979858
2018,Alberta,Pneus,Sources des matières résidentielles récupérées,
2018,Alberta,Pneus,Sources des matières non résidentielles récupérées,
2018,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,16.52779313
2018,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,2.886739448
2018,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,13.64105368
2018,Alberta,Matières organiques,Toutes les sources des matières récupérées,74.96449157
2018,Alberta,Matières organiques,Sources des matières résidentielles récupérées,55.49854302
2018,Alberta,Matières organiques,Sources des matières non résidentielles récupérées,19.4661812
2018,Alberta,Autres matières,Toutes les sources des matières récupérées,0.876863393
2018,Alberta,Autres matières,Sources des matières résidentielles récupérées,0.439013325
2018,Alberta,Autres matières,Sources des matières non résidentielles récupérées,0.437850068
2018,Colombie-Britannique,Toutes les matières,Toutes les sources des matières récupérées,347.8132617
2018,Colombie-Britannique,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Colombie-Britannique,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,110.4877062
2018,Colombie-Britannique,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,23.94722577
2018,Colombie-Britannique,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,86.54048039
2018,Colombie-Britannique,Verre,Toutes les sources des matières récupérées,23.57241108
2018,Colombie-Britannique,Verre,Sources des matières résidentielles récupérées,14.51917942
2018,Colombie-Britannique,Verre,Sources des matières non résidentielles récupérées,9.053231669
2018,Colombie-Britannique,Métaux ferreux,Toutes les sources des matières récupérées,13.82184048
2018,Colombie-Britannique,Métaux ferreux,Sources des matières résidentielles récupérées,3.192710633
2018,Colombie-Britannique,Métaux ferreux,Sources des matières non résidentielles récupérées,10.62912985
2018,Colombie-Britannique,Cuivre et aluminium,Toutes les sources des matières récupérées,4.963600265
2018,Colombie-Britannique,Cuivre et aluminium,Sources des matières résidentielles récupérées,0.689555244
2018,Colombie-Britannique,Cuivre et aluminium,Sources des matières non résidentielles récupérées,4.274045021
2018,Colombie-Britannique,Métaux mélangés,Toutes les sources des matières récupérées,10.87880672
2018,Colombie-Britannique,Métaux mélangés,Sources des matières résidentielles récupérées,6.446692889
2018,Colombie-Britannique,Métaux mélangés,Sources des matières non résidentielles récupérées,4.432113835
2018,Colombie-Britannique,Électroménagers,Toutes les sources des matières récupérées,4.786571176
2018,Colombie-Britannique,Électroménagers,Sources des matières résidentielles récupérées,2.14350892
2018,Colombie-Britannique,Électroménagers,Sources des matières non résidentielles récupérées,2.643062256
2018,Colombie-Britannique,Matériel électronique,Toutes les sources des matières récupérées,3.371535958
2018,Colombie-Britannique,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Colombie-Britannique,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,Matières plastiques,Toutes les sources des matières récupérées,13.59890757
2018,Colombie-Britannique,Matières plastiques,Sources des matières résidentielles récupérées,6.255094326
2018,Colombie-Britannique,Matières plastiques,Sources des matières non résidentielles récupérées,7.343813242
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.058078314
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.010577837
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.047500477
2018,Colombie-Britannique,Textiles,Toutes les sources des matières récupérées,0.253468932
2018,Colombie-Britannique,Textiles,Sources des matières résidentielles récupérées,0.253468932
2018,Colombie-Britannique,Textiles,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,Pneus,Toutes les sources des matières récupérées,10.02499563
2018,Colombie-Britannique,Pneus,Sources des matières résidentielles récupérées,
2018,Colombie-Britannique,Pneus,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,24.71641417
2018,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,8.016603612
2018,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,16.69981056
2018,Colombie-Britannique,Matières organiques,Toutes les sources des matières récupérées,122.8791436
2018,Colombie-Britannique,Matières organiques,Sources des matières résidentielles récupérées,77.56388814
2018,Colombie-Britannique,Matières organiques,Sources des matières non résidentielles récupérées,45.31525548
2018,Colombie-Britannique,Autres matières,Toutes les sources des matières récupérées,4.399781578
2018,Colombie-Britannique,Autres matières,Sources des matières résidentielles récupérées,3.442587092
2018,Colombie-Britannique,Autres matières,Sources des matières non résidentielles récupérées,0.957194486
2018,Territoires,Toutes les matières,Toutes les sources des matières récupérées,236.9461034
2018,Territoires,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Territoires,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Territoires,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,39.60011961
2018,Territoires,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,17.19776623
2018,Territoires,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,22.40235338
2018,Territoires,Verre,Toutes les sources des matières récupérées,2.31135392
2018,Territoires,Verre,Sources des matières résidentielles récupérées,2.012332609
2018,Territoires,Verre,Sources des matières non résidentielles récupérées,0.299021311
2018,Territoires,Métaux ferreux,Toutes les sources des matières récupérées,67.49799979
2018,Territoires,Métaux ferreux,Sources des matières résidentielles récupérées,20.91532848
2018,Territoires,Métaux ferreux,Sources des matières non résidentielles récupérées,46.58267131
2018,Territoires,Cuivre et aluminium,Toutes les sources des matières récupérées,2.198210721
2018,Territoires,Cuivre et aluminium,Sources des matières résidentielles récupérées,2.17396575
2018,Territoires,Cuivre et aluminium,Sources des matières non résidentielles récupérées,0.024244971
2018,Territoires,Métaux mélangés,Toutes les sources des matières récupérées,4.937892465
2018,Territoires,Métaux mélangés,Sources des matières résidentielles récupérées,0.88090062
2018,Territoires,Métaux mélangés,Sources des matières non résidentielles récupérées,4.056991846
2018,Territoires,Électroménagers,Toutes les sources des matières récupérées,0.921308905
2018,Territoires,Électroménagers,Sources des matières résidentielles récupérées,0.832410677
2018,Territoires,Électroménagers,Sources des matières non résidentielles récupérées,0.088898228
2018,Territoires,Matériel électronique,Toutes les sources des matières récupérées,2.101230836
2018,Territoires,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Territoires,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Territoires,Matières plastiques,Toutes les sources des matières récupérées,4.937892465
2018,Territoires,Matières plastiques,Sources des matières résidentielles récupérées,4.048910189
2018,Territoires,Matières plastiques,Sources des matières non résidentielles récupérées,0.888982277
2018,Territoires,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.387919539
2018,Territoires,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.379837882
2018,Territoires,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.008081657
2018,Territoires,Textiles,Toutes les sources des matières récupérées,0.452572796
2018,Territoires,Textiles,Sources des matières résidentielles récupérées,0.452572796
2018,Territoires,Textiles,Sources des matières non résidentielles récupérées,
2018,Territoires,Pneus,Toutes les sources des matières récupérées,8.461494945
2018,Territoires,Pneus,Sources des matières résidentielles récupérées,
2018,Territoires,Pneus,Sources des matières non résidentielles récupérées,
2018,Territoires,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,63.55415114
2018,Territoires,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,15.88853779
2018,Territoires,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,47.66561336
2018,Territoires,Matières organiques,Toutes les sources des matières récupérées,37.18370415
2018,Territoires,Matières organiques,Sources des matières résidentielles récupérées,15.75923127
2018,Territoires,Matières organiques,Sources des matières non résidentielles récupérées,21.42447287
2018,Territoires,Autres matières,Toutes les sources des matières récupérées,2.400252148
2018,Territoires,Autres matières,Sources des matières résidentielles récupérées,2.400252148
2018,Territoires,Autres matières,Sources des matières non résidentielles récupérées,
