Year,Geography,GeoCode,Value
2019,"data.Greater Sudbury, Ontario",,1.8
2019,"Guelph, Ontario",,8.4
2019,"Halifax, Nova Scotia",,1.8
2019,"Hamilton, Ontario",,15.7
2019,"Kelowna, British Columbia",,1.4
2019,"Kingston, Ontario",,5.2
2019,"data.Kitchener–Cambridge–Waterloo, Ontario",,2.5
2019,"Lethbridge, Alberta",,1.6
2019,"London, Ontario",,6.2
2019,"Moncton, New Brunswick",,4.9
2019,"Montréal, Quebec",,5.5
2019,"data.Ottawa, Ontario",,10.8
2019,"Peterborough, Ontario",,8.6
2019,"Québec, Quebec",,8.0
2019,"Regina, Saskatchewan",,0.8
2019,"Saguenay, Quebec",,0.0
2019,"Saint John, New Brunswick",,3.1
2019,"Saskatoon, Saskatchewan",,3.0
2019,"Sherbrooke, Quebec",,2.4
2019,"data.St. Catharines–Niagara, Ontario",,1.9
2019,"St. John's, Newfoundland and Labrador",,1.0
2019,"Thunder Bay, Ontario",,3.2
2019,"Toronto, Ontario",,7.2
2019,"Trois-Rivières, Quebec",,5.0
2019,"Vancouver, British Columbia",,8.6
2019,"Victoria, British Columbia",,4.2
2019,"Windsor, Ontario",,4.4
2019,"Winnipeg, Manitoba",,5.0
2020,,,7.0
2020,Total Non-Census metropolitan area,,4.0
2020,Total Census metropolitan area,,8.1
2020,"data.Abbotsford–Mission, British Columbia",,3.9
2020,"Barrie, Ontario",,4.6
2020,"Belleville, Ontario",,0.9
2020,"Brantford, Ontario",,4.8
2020,"Calgary, Alberta",,9.3
2020,"Edmonton, Alberta",,5.4
2020,"data.Gatineau, Quebec",,5.5
2020,"data.Greater Sudbury, Ontario",,2.4
2020,"Guelph, Ontario",,15.1
2020,"Halifax, Nova Scotia",,3.8
2020,"Hamilton, Ontario",,9.9
2020,"Kelowna, British Columbia",,2.7
2020,"Kingston, Ontario",,13.2
2020,"data.Kitchener–Cambridge–Waterloo, Ontario",,8.9
2020,"Lethbridge, Alberta",,6.3
2020,"London, Ontario",,8.1
2020,"Moncton, New Brunswick",,4.2
2020,"Montréal, Quebec",,6.9
2020,"data.Ottawa, Ontario",,16.7
2020,"Peterborough, Ontario",,19.4
2020,"Québec, Quebec",,8.1
2020,"Regina, Saskatchewan",,1.5
2020,"Saguenay, Quebec",,0.0
2020,"Saint John, New Brunswick",,2.3
2020,"Saskatoon, Saskatchewan",,5.3
2020,"Sherbrooke, Quebec",,2.4
2020,"data.St. Catharines–Niagara, Ontario",,2.1
2020,"St. John's, Newfoundland and Labrador",,0.5
2020,"Thunder Bay, Ontario",,11.1
2020,"Toronto, Ontario",,9.4
2020,"Trois-Rivières, Quebec",,4.3
2020,"Vancouver, British Columbia",,13.5
2020,"Victoria, British Columbia",,8.5
2020,"Windsor, Ontario",,3.1
2020,"Winnipeg, Manitoba",,3.7
2021,,,8.8
2021,Total Non-Census metropolitan area,,5.1
2021,Total Census metropolitan area,,10.2
2021,"data.Abbotsford–Mission, British Columbia",,7.7
2021,"Barrie, Ontario",,6.4
2021,"Belleville, Ontario",,0.9
2021,"Brantford, Ontario",,4.7
2021,"Calgary, Alberta",,8.9
2021,"Edmonton, Alberta",,7.8
2021,"data.Gatineau, Quebec",,6.7
2021,"data.Greater Sudbury, Ontario",,5.9
2021,"Guelph, Ontario",,4.8
2021,"Halifax, Nova Scotia",,3.7
2021,"Hamilton, Ontario",,15.5
2021,"Kelowna, British Columbia",,10.5
2021,"Kingston, Ontario",,16.7
2021,"data.Kitchener–Cambridge–Waterloo, Ontario",,12.6
2021,"Lethbridge, Alberta",,7.8
2021,"London, Ontario",,15.6
2021,"Moncton, New Brunswick",,3.5
2021,"Montréal, Quebec",,6.0
2021,"data.Ottawa, Ontario",,23.2
2021,"Peterborough, Ontario",,18.7
2021,"Québec, Quebec",,9.2
2021,"Regina, Saskatchewan",,3.4
2021,"Saguenay, Quebec",,3.5
2021,"Saint John, New Brunswick",,4.5
2021,"Saskatoon, Saskatchewan",,7.3
2021,"Sherbrooke, Quebec",,3.8
2021,"data.St. Catharines–Niagara, Ontario",,4.7
2021,"St. John's, Newfoundland and Labrador",,1.9
2021,"Thunder Bay, Ontario",,8.0
2021,"Toronto, Ontario",,13.3
2021,"Trois-Rivières, Quebec",,11.1
2021,"Vancouver, British Columbia",,15.5
2021,"Victoria, British Columbia",,9.6
2021,"Windsor, Ontario",,11.0
2021,"Winnipeg, Manitoba",,4.8
