Year,Geography,GeoCode,Value
2017,"Saguenay, Quebec",,2.4
2017,"Québec, Quebec",,9.8
2017,"Sherbrooke, Quebec",,5.0
2017,"Trois-Rivières, Quebec",,2.6
2017,"Montréal, Quebec",,7.5
2017,"Ottawa-Gatineau, Quebec part",,4.2
2017,Ontario,35,7.3
2017,"Ottawa-Gatineau, Ontario part",,9.2
2017,"Kingston, Ontario",,8.3
2017,"Belleville-Quinte West, Ontario",,2.0
2017,"Peterborough, Ontario",,9.5
2017,"Toronto, Ontario",,9.3
2017,"Hamilton, Ontario",,16.2
2017,"St. Catharines–Niagara, Ontario",,4.5
2017,"Kitchener–Cambridge–Waterloo, Ontario",,9.4
2017,"Brantford, Ontario",,0.7
2017,"Guelph, Ontario",,11.5
2017,"London, Ontario",,5.0
2017,"Windsor, Ontario",,6.1
2017,"Barrie, Ontario",,4.5
2017,"Greater Sudbury, Ontario",,1.1
2017,"Thunder Bay, Ontario",,17.0
2017,Manitoba,46,2.7
2017,"Winnipeg, Manitoba",,2.4
2017,Saskatchewan,47,1.8
2017,"Regina, Saskatchewan",,2.0
2017,"Saskatoon, Saskatchewan",,1.6
2017,Alberta,48,4.5
2017,"Lethbridge, Alberta",,1.7
2017,"Calgary, Alberta",,5.2
2017,"Edmonton, Alberta",,4.7
2017,British Columbia,59,5.2
2017,"Kelowna, British Columbia",,1.0
2017,"Abbotsford–Mission, British Columbia",,5.2
2017,"Vancouver, British Columbia",,7.0
2017,"Victoria, British Columbia",,2.6
2017,Yukon,60,7.6
2017,Northwest Territories,61,11.2
2017,Nunavut,62,10.6
2018,Newfoundland and Labrador,10,0.4
2018,"St. John's, Newfoundland and Labrador",,0.5
2018,Prince Edward Island,11,1.3
2018,Nova Scotia,12,3.3
2018,"Halifax, Nova Scotia",,4.0
2018,New Brunswick,13,2.1
2018,"Moncton, New Brunswick",,5.0
2018,"Saint John, New Brunswick",,1.7
2018,Quebec,24,4.6
2018,"Saguenay, Quebec",,1.2
2018,"Québec, Quebec",,5.7
2018,"Sherbrooke, Quebec",,3.9
2018,"Trois-Rivières, Quebec",,0.0
2018,"Montréal, Quebec",,6.0
2018,"Ottawa-Gatineau, Quebec part",,5.4
2018,Ontario,35,5.7
2018,"Ottawa-Gatineau, Ontario part",,9.8
2018,"Kingston, Ontario",,2.9
2018,"Belleville-Quinte West, Ontario",,0.0
2018,"Peterborough, Ontario",,0.8
2018,"Toronto, Ontario",,7.2
2018,"Hamilton, Ontario",,16.9
2018,"St. Catharines–Niagara, Ontario",,1.7
2018,"Kitchener–Cambridge–Waterloo, Ontario",,6.7
2018,"Brantford, Ontario",,1.4
2018,"Guelph, Ontario",,8.5
2018,"London, Ontario",,6.3
2018,"Windsor, Ontario",,1.6
2018,"Barrie, Ontario",,1.8
2018,"Greater Sudbury, Ontario",,1.7
2018,"Thunder Bay, Ontario",,4.8
2018,Manitoba,46,3.1
2018,"Winnipeg, Manitoba",,3.6
2018,Saskatchewan,47,2.6
2018,"Regina, Saskatchewan",,2.0
2018,"Saskatoon, Saskatchewan",,3.1
2018,Alberta,48,5.7
2018,"Lethbridge, Alberta",,2.4
2018,"Calgary, Alberta",,7.9
2018,"Edmonton, Alberta",,4.9
2018,British Columbia,59,5.2
2018,"Kelowna, British Columbia",,1.4
2018,"Abbotsford–Mission, British Columbia",,3.1
2018,"Vancouver, British Columbia",,7.4
2018,"Victoria, British Columbia",,6.3
2018,Yukon,60,2.5
2018,Northwest Territories,61,2.2
2018,Nunavut,62,5.2
2019,Newfoundland and Labrador,10,1.1
2019,"St. John's, Newfoundland and Labrador",,0.9
2019,Prince Edward Island,11,5.1
2019,Nova Scotia,12,3.3
2019,"Halifax, Nova Scotia",,1.8
2019,New Brunswick,13,4.2
2019,"Moncton, New Brunswick",,4.9
2019,"Saint John, New Brunswick",,6.6
2019,Quebec,24,4.7
2019,"Saguenay, Quebec",,0.0
2019,"Québec, Quebec",,7.9
2019,"Sherbrooke, Quebec",,2.4
2019,"Trois-Rivières, Quebec",,5.1
2019,"Montréal, Quebec",,5.4
2019,"Ottawa-Gatineau, Quebec part",,9.1
2019,Ontario,35,5.8
2019,"Ottawa-Gatineau, Ontario part",,10.8
2019,"Kingston, Ontario",,5.2
2019,"Belleville-Quinte West, Ontario",,1.8
2019,"Peterborough, Ontario",,8.4
2019,"Toronto, Ontario",,7.2
2019,"Hamilton, Ontario",,15.5
2019,"St. Catharines–Niagara, Ontario",,1.9
2019,"Kitchener–Cambridge–Waterloo, Ontario",,2.5
2019,"Brantford, Ontario",,4.8
2019,"Guelph, Ontario",,8.3
2019,"London, Ontario",,6.2
2019,"Windsor, Ontario",,4.3
2019,"Barrie, Ontario",,3.1
2019,"Greater Sudbury, Ontario",,1.7
2019,"Thunder Bay, Ontario",,3.1
2019,Manitoba,46,4.1
2019,"Winnipeg, Manitoba",,5.0
2019,Saskatchewan,47,2.9
2019,"Regina, Saskatchewan",,0.8
2019,"Saskatoon, Saskatchewan",,3.0
2019,Alberta,48,4.7
2019,"Lethbridge, Alberta",,1.6
2019,"Calgary, Alberta",,5.3
2019,"Edmonton, Alberta",,5.0
2019,British Columbia,59,6.3
2019,"Kelowna, British Columbia",,1.4
2019,"Abbotsford–Mission, British Columbia",,7.0
2019,"Vancouver, British Columbia",,8.6
2019,"Victoria, British Columbia",,4.2
2019,Yukon,60,4.8
2019,Northwest Territories,61,13.5
2019,Nunavut,62,10.3
2020,Newfoundland and Labrador,10,1.7
2020,"St. John's, Newfoundland and Labrador",,0.5
2020,Prince Edward Island,11,5.0
2020,Nova Scotia,12,5.9
2020,"Halifax, Nova Scotia",,3.8
2020,New Brunswick,13,2.4
2020,"Moncton, New Brunswick",,4.2
2020,"Saint John, New Brunswick",,2.3
2020,Quebec,24,5.3
2020,"Saguenay, Quebec",,0.0
2020,"Québec, Quebec",,8.1
2020,"Sherbrooke, Quebec",,2.4
2020,"Trois-Rivières, Quebec",,4.4
2020,"Montréal, Quebec",,6.8
2020,"Ottawa-Gatineau, Quebec part",,5.5
2020,Ontario,35,7.9
2020,"Ottawa-Gatineau, Ontario part",,16.6
2020,"Kingston, Ontario",,13.0
2020,"Belleville-Quinte West, Ontario",,0.9
2020,"Peterborough, Ontario",,19.0
2020,"Toronto, Ontario",,9.5
2020,"Hamilton, Ontario",,9.9
2020,"St. Catharines–Niagara, Ontario",,2.0
2020,"Kitchener–Cambridge–Waterloo, Ontario",,8.9
2020,"Brantford, Ontario",,4.8
2020,"Guelph, Ontario",,14.8
2020,"London, Ontario",,8.0
2020,"Windsor, Ontario",,3.0
2020,"Barrie, Ontario",,4.6
2020,"Greater Sudbury, Ontario",,2.2
2020,"Thunder Bay, Ontario",,11.0
2020,Manitoba,46,4.2
2020,"Winnipeg, Manitoba",,3.7
2020,Saskatchewan,47,4.4
2020,"Regina, Saskatchewan",,1.5
2020,"Saskatoon, Saskatchewan",,5.4
2020,Alberta,48,6.7
2020,"Lethbridge, Alberta",,6.3
2020,"Calgary, Alberta",,9.4
2020,"Edmonton, Alberta",,5.4
2020,British Columbia,59,10.1
2020,"Kelowna, British Columbia",,2.7
2020,"Abbotsford–Mission, British Columbia",,4.0
2020,"Vancouver, British Columbia",,13.5
2020,"Victoria, British Columbia",,8.5
2020,Yukon,60,11.9
2020,Northwest Territories,61,9.0
2020,Nunavut,62,12.7
2021,Newfoundland and Labrador,10,2.3
2021,"St. John's, Newfoundland and Labrador",,1.9
2021,Prince Edward Island,11,11.7
2021,Nova Scotia,12,7.0
2021,"Halifax, Nova Scotia",,3.9
2021,New Brunswick,13,4.7
2021,"Moncton, New Brunswick",,3.5
2021,"Saint John, New Brunswick",,3.8
2021,"Fredericton, New Brunswick",,5.0
2021,Quebec,24,5.7
2021,"Saguenay, Quebec",,3.6
2021,"Québec, Quebec",,8.9
2021,"Sherbrooke, Quebec",,3.3
2021,"Trois-Rivières, Quebec",,11.2
2021,"Drummondville, Quebec",,5.5
2021,"Montréal, Quebec",,6.0
2021,"Ottawa-Gatineau, Quebec part",,6.6
2021,Ontario,35,11.0
2021,"Ottawa-Gatineau, Ontario part",,22.2
2021,"Kingston, Ontario",,18.0
2021,"Belleville-Quinte West, Ontario",,0.8
2021,"Peterborough, Ontario",,15.9
2021,"Toronto, Ontario",,13.5
2021,"Hamilton, Ontario",,15.1
2021,"St. Catharines–Niagara, Ontario",,4.6
2021,"Kitchener–Cambridge–Waterloo, Ontario",,12.5
2021,"Brantford, Ontario",,4.7
2021,"Guelph, Ontario",,4.7
2021,"London, Ontario",,14.4
2021,"Windsor, Ontario",,8.1
2021,"Barrie, Ontario",,6.4
2021,"Greater Sudbury, Ontario",,5.5
2021,"Thunder Bay, Ontario",,7.9
2021,Manitoba,46,5.3
2021,"Winnipeg, Manitoba",,4.7
2021,Saskatchewan,47,4.6
2021,"Regina, Saskatchewan",,3.9
2021,"Saskatoon, Saskatchewan",,6.6
2021,Alberta,48,7.6
2021,"Lethbridge, Alberta",,7.8
2021,"Calgary, Alberta",,9.0
2021,"Red Deer, Alberta",,13.4
2021,"Edmonton, Alberta",,7.8
2021,British Columbia,59,11.7
2021,"Kelowna, British Columbia",,10.8
2021,"Kamloops, British Columbia",,2.6
2021,"Chilliwack, British Columbia",,18.4
2021,"Abbotsford–Mission, British Columbia",,7.8
2021,"Vancouver, British Columbia",,15.8
2021,"Victoria, British Columbia",,10.4
2021,"Nanaimo, British Columbia",,7.5
2021,Yukon,60,9.3
2021,Northwest Territories,61,11.2
2021,Nunavut,62,27.4
2022,Newfoundland and Labrador,10,3.2
2022,"St. John's, Newfoundland and Labrador",,1.4
2022,Prince Edward Island,11,9.6
2022,Nova Scotia,12,11.2
2022,"Halifax, Nova Scotia",,14.4
2022,New Brunswick,13,6.2
2022,"Moncton, New Brunswick",,3.9
2022,"Saint John, New Brunswick",,3.7
2022,"Fredericton, New Brunswick",,12.2
2022,Quebec,24,4.9
2022,"Saguenay, Quebec",,8.2
2022,"Québec, Quebec",,7.0
2022,"Sherbrooke, Quebec",,2.3
2022,"Trois-Rivières, Quebec",,6.7
2022,"Drummondville, Quebec",,3.6
2022,"Montréal, Quebec",,5.5
2022,"Ottawa-Gatineau, Quebec part",,7.7
2022,Ontario,35,12.9
2022,"Ottawa-Gatineau, Ontario part",,27.0
2022,"Kingston, Ontario",,22.5
2022,"Belleville-Quinte West, Ontario",,0.8
2022,"Peterborough, Ontario",,14.0
2022,"Toronto, Ontario",,14.9
2022,"Hamilton, Ontario",,20.6
2022,"St. Catharines–Niagara, Ontario",,6.5
2022,"Kitchener–Cambridge–Waterloo, Ontario",,22.9
2022,"Brantford, Ontario",,17.4
2022,"Guelph, Ontario",,6.5
2022,"London, Ontario",,13.6
2022,"Windsor, Ontario",,4.9
2022,"Barrie, Ontario",,4.4
2022,"Greater Sudbury, Ontario",,17.3
2022,"Thunder Bay, Ontario",,10.9
2022,Manitoba,46,4.3
2022,"Winnipeg, Manitoba",,3.8
2022,Saskatchewan,47,6.9
2022,"Regina, Saskatchewan",,6.9
2022,"Saskatoon, Saskatchewan",,13.5
2022,Alberta,48,7.1
2022,"Lethbridge, Alberta",,8.4
2022,"Calgary, Alberta",,8.8
2022,"Red Deer, Alberta",,12.4
2022,"Edmonton, Alberta",,5.8
2022,British Columbia,59,10.2
2022,"Kelowna, British Columbia",,4.6
2022,"Kamloops, British Columbia",,3.3
2022,"Chilliwack, British Columbia",,10.6
2022,"Abbotsford–Mission, British Columbia",,11.6
2022,"Vancouver, British Columbia",,13.0
2022,"Victoria, British Columbia",,9.3
2022,"Nanaimo, British Columbia",,13.0
2022,Yukon,60,20.5
2022,Northwest Territories,61,33.6
2022,Nunavut,62,12.4
2023,Newfoundland and Labrador,10,3.3
2023,"St. John's, Newfoundland and Labrador",,1.8
2023,Prince Edward Island,11,12.1
2023,Nova Scotia,12,18.2
2023,"Halifax, Nova Scotia",,23.3
2023,New Brunswick,13,8.9
2023,"Moncton, New Brunswick",,11.2
2023,"Saint John, New Brunswick",,6.3
2023,"Fredericton, New Brunswick",,10.3
2023,Quebec,24,8.4
2023,"Saguenay, Quebec",,4.6
2023,"Québec, Quebec",,12.6
2023,"Sherbrooke, Quebec",,4.1
2023,"Trois-Rivières, Quebec",,9.6
2023,"Drummondville, Quebec",,6.2
2023,"Montréal, Quebec",,10.6
2023,"Ottawa-Gatineau, Quebec part",,8.4
2023,Ontario,35,15.6
2023,"Ottawa-Gatineau, Ontario part",,30.5
2023,"Kingston, Ontario",,23.6
2023,"Belleville-Quinte West, Ontario",,1.6
2023,"Peterborough, Ontario",,33.5
2023,"Toronto, Ontario",,17.8
2023,"Hamilton, Ontario",,19.7
2023,"St. Catharines–Niagara, Ontario",,6.5
2023,"Kitchener–Cambridge–Waterloo, Ontario",,33.9
2023,"Brantford, Ontario",,14.9
2023,"Guelph, Ontario",,10.2
2023,"London, Ontario",,18.5
2023,"Windsor, Ontario",,7.7
2023,"Barrie, Ontario",,5.6
2023,"Greater Sudbury, Ontario",,16.4
2023,"Thunder Bay, Ontario",,10.8
2023,Manitoba,46,8.0
2023,"Winnipeg, Manitoba",,5.8
2023,Saskatchewan,47,9.0
2023,"Regina, Saskatchewan",,7.7
2023,"Saskatoon, Saskatchewan",,18.5
2023,Alberta,48,8.3
2023,"Lethbridge, Alberta",,8.9
2023,"Calgary, Alberta",,9.0
2023,"Red Deer, Alberta",,8.2
2023,"Edmonton, Alberta",,8.7
2023,British Columbia,59,12.1
2023,"Kelowna, British Columbia",,5.3
2023,"Kamloops, British Columbia",,3.3
2023,"Chilliwack, British Columbia",,13.5
2023,"Abbotsford–Mission, British Columbia",,12.2
2023,"Vancouver, British Columbia",,16.3
2023,"Victoria, British Columbia",,12.0
2023,"Nanaimo, British Columbia",,8.8
2023,Yukon,60,13.3
2023,Northwest Territories,61,13.3
2023,Nunavut,62,17.2
