Year,Geography,Asset,GeoCode,Value
2022,British Columbia,Oil and gas engineering construction,59,0.1543
2022,British Columbia,Other engineering construction,59,0.1631
2022,British Columbia,Other machinery and equipment,59,0.0921
2022,British Columbia,Transportation machinery and equipment,59,0.2081
2022,Yukon,Total assets,60,0.144
2022,Yukon,Commercial buildings,60,0.0791
2022,Yukon,Institutional buildings,60,0.0813
2022,Yukon,Marine engineering infrastructure,60,0.4132
2022,Yukon,Transportation engineering infrastructure,60,0.128
2022,Yukon,Waterworks infrastructure,60,0.4131
2022,Yukon,Sewage infrastructure,60,0.4131
2022,Yukon,Communications networks,60,0.1449
2022,Yukon,Electric power infrastructure,60,0.0629
2022,Yukon,Oil and gas engineering construction,60,
2022,Yukon,Other engineering construction,60,0.4062
2022,Yukon,Other machinery and equipment,60,0.0015
2022,Yukon,Transportation machinery and equipment,60,0.1106
2022,Northwest Territories,Total assets,61,0.263
2022,Northwest Territories,Commercial buildings,61,0.2064
2022,Northwest Territories,Institutional buildings,61,0.2112
2022,Northwest Territories,Marine engineering infrastructure,61,0.3786
2022,Northwest Territories,Transportation engineering infrastructure,61,0.2315
2022,Northwest Territories,Waterworks infrastructure,61,0.3733
2022,Northwest Territories,Sewage infrastructure,61,0.3728
2022,Northwest Territories,Communications networks,61,0.3518
2022,Northwest Territories,Electric power infrastructure,61,0.1552
2022,Northwest Territories,Oil and gas engineering construction,61,0.1343
2022,Northwest Territories,Other engineering construction,61,0.3735
2022,Northwest Territories,Other machinery and equipment,61,0.1169
2022,Northwest Territories,Transportation machinery and equipment,61,0.3388
2022,Nunavut,Total assets,62,0.1749
2022,Nunavut,Commercial buildings,62,0.1806
2022,Nunavut,Institutional buildings,62,0.1846
2022,Nunavut,Marine engineering infrastructure,62,0.2218
2022,Nunavut,Transportation engineering infrastructure,62,0.2442
2022,Nunavut,Waterworks infrastructure,62,0.2196
2022,Nunavut,Sewage infrastructure,62,0.2223
2022,Nunavut,Communications networks,62,0.1014
2022,Nunavut,Electric power infrastructure,62,0.0427
2022,Nunavut,Oil and gas engineering construction,62,
2022,Nunavut,Other engineering construction,62,0.2224
2022,Nunavut,Other machinery and equipment,62,0.0911
2022,Nunavut,Transportation machinery and equipment,62,0.2275
2023,Canada,Commercial buildings,,0.117
2023,Canada,Institutional buildings,,0.1277
2023,Canada,Marine engineering infrastructure,,0.1655
2023,Canada,Transportation engineering infrastructure,,0.2218
2023,Canada,Waterworks infrastructure,,0.2047
2023,Canada,Sewage infrastructure,,0.2008
2023,Canada,Communications networks,,0.1621
2023,Canada,Electric power infrastructure,,0.1287
2023,Canada,Oil and gas engineering construction,,0.1576
2023,Canada,Other engineering construction,,0.1982
2023,Canada,Other machinery and equipment,,0.1323
2023,Canada,Transportation machinery and equipment,,0.185
2023,Newfoundland and Labrador,Total assets,10,0.1369
2023,Newfoundland and Labrador,Commercial buildings,10,0.125
2023,Newfoundland and Labrador,Institutional buildings,10,0.1254
2023,Newfoundland and Labrador,Marine engineering infrastructure,10,0.1483
2023,Newfoundland and Labrador,Transportation engineering infrastructure,10,0.1891
2023,Newfoundland and Labrador,Waterworks infrastructure,10,0.1497
2023,Newfoundland and Labrador,Sewage infrastructure,10,0.1497
2023,Newfoundland and Labrador,Communications networks,10,0.2133
2023,Newfoundland and Labrador,Electric power infrastructure,10,0.0918
2023,Newfoundland and Labrador,Oil and gas engineering construction,10,
2023,Newfoundland and Labrador,Other engineering construction,10,0.1497
2023,Newfoundland and Labrador,Other machinery and equipment,10,0.1035
2023,Newfoundland and Labrador,Transportation machinery and equipment,10,0.2161
2023,Prince Edward Island,Total assets,11,0.1464
2023,Prince Edward Island,Commercial buildings,11,0.1009
2023,Prince Edward Island,Institutional buildings,11,0.1034
2023,Prince Edward Island,Marine engineering infrastructure,11,0.2013
2023,Prince Edward Island,Transportation engineering infrastructure,11,0.2261
2023,Prince Edward Island,Waterworks infrastructure,11,0.2005
2023,Prince Edward Island,Sewage infrastructure,11,0.1994
2023,Prince Edward Island,Communications networks,11,0.1295
2023,Prince Edward Island,Electric power infrastructure,11,0.0635
2023,Prince Edward Island,Oil and gas engineering construction,11,
2023,Prince Edward Island,Other engineering construction,11,0.2005
2023,Prince Edward Island,Other machinery and equipment,11,0.1046
2023,Prince Edward Island,Transportation machinery and equipment,11,0.0859
2023,Nova Scotia,Total assets,12,0.1231
2023,Nova Scotia,Commercial buildings,12,0.1567
2023,Nova Scotia,Institutional buildings,12,0.1607
2023,Nova Scotia,Marine engineering infrastructure,12,0.0762
2023,Nova Scotia,Transportation engineering infrastructure,12,0.1209
2023,Nova Scotia,Waterworks infrastructure,12,0.0762
2023,Nova Scotia,Sewage infrastructure,12,0.0762
2023,Nova Scotia,Communications networks,12,0.1672
2023,Nova Scotia,Electric power infrastructure,12,0.0868
2023,Nova Scotia,Oil and gas engineering construction,12,0.1275
2023,Nova Scotia,Other engineering construction,12,0.0762
2023,Nova Scotia,Other machinery and equipment,12,0.0919
2023,Nova Scotia,Transportation machinery and equipment,12,0.1168
2023,New Brunswick,Total assets,13,0.1141
2023,New Brunswick,Commercial buildings,13,0.0952
2023,New Brunswick,Institutional buildings,13,0.0981
2023,New Brunswick,Marine engineering infrastructure,13,0.1401
2023,New Brunswick,Transportation engineering infrastructure,13,0.1421
2023,New Brunswick,Waterworks infrastructure,13,0.1401
2023,New Brunswick,Sewage infrastructure,13,0.14
2023,New Brunswick,Communications networks,13,0.1265
2023,New Brunswick,Electric power infrastructure,13,0.0614
2023,New Brunswick,Oil and gas engineering construction,13,
2023,New Brunswick,Other engineering construction,13,0.1401
2023,New Brunswick,Other machinery and equipment,13,0.0854
2023,New Brunswick,Transportation machinery and equipment,13,0.1478
2023,Quebec,Total assets,24,0.143
2023,Quebec,Commercial buildings,24,0.125
2023,Quebec,Institutional buildings,24,0.1291
2023,Quebec,Marine engineering infrastructure,24,0.2076
2023,Quebec,Transportation engineering infrastructure,24,0.1779
2023,Quebec,Waterworks infrastructure,24,0.2071
2023,Quebec,Sewage infrastructure,24,0.2071
2023,Quebec,Communications networks,24,0.1284
2023,Quebec,Electric power infrastructure,24,0.0781
2023,Quebec,Oil and gas engineering construction,24,0.1242
2023,Quebec,Other engineering construction,24,0.2071
2023,Quebec,Other machinery and equipment,24,0.0791
2023,Quebec,Transportation machinery and equipment,24,0.1067
2023,Ontario,Total assets,35,0.1716
2023,Ontario,Commercial buildings,35,0.0905
2023,Ontario,Institutional buildings,35,0.0934
2023,Ontario,Marine engineering infrastructure,35,0.1929
2023,Ontario,Transportation engineering infrastructure,35,0.2433
2023,Ontario,Waterworks infrastructure,35,0.1929
2023,Ontario,Sewage infrastructure,35,0.1929
2023,Ontario,Communications networks,35,0.1701
2023,Ontario,Electric power infrastructure,35,0.1321
2023,Ontario,Oil and gas engineering construction,35,0.1746
2023,Ontario,Other engineering construction,35,0.1929
2023,Ontario,Other machinery and equipment,35,0.1401
2023,Ontario,Transportation machinery and equipment,35,0.2088
2023,Manitoba,Total assets,46,0.1978
2023,Manitoba,Commercial buildings,46,0.1569
2023,Manitoba,Institutional buildings,46,0.159
2023,Manitoba,Marine engineering infrastructure,46,0.2518
2023,Manitoba,Transportation engineering infrastructure,46,0.2331
2023,Manitoba,Waterworks infrastructure,46,0.2518
2023,Manitoba,Sewage infrastructure,46,0.2518
2023,Manitoba,Communications networks,46,0.1852
2023,Manitoba,Electric power infrastructure,46,0.1647
2023,Manitoba,Oil and gas engineering construction,46,0.4143
2023,Manitoba,Other engineering construction,46,0.2491
2023,Manitoba,Other machinery and equipment,46,0.1188
2023,Manitoba,Transportation machinery and equipment,46,0.2081
2023,Saskatchewan,Total assets,47,0.3
2023,Saskatchewan,Commercial buildings,47,0.1864
2023,Saskatchewan,Institutional buildings,47,0.1891
2023,Saskatchewan,Marine engineering infrastructure,47,0.3053
2023,Saskatchewan,Transportation engineering infrastructure,47,0.3958
2023,Saskatchewan,Waterworks infrastructure,47,0.3053
2023,Saskatchewan,Sewage infrastructure,47,0.3058
2023,Saskatchewan,Communications networks,47,0.3808
2023,Saskatchewan,Electric power infrastructure,47,0.2332
2023,Saskatchewan,Oil and gas engineering construction,47,0.4603
2023,Saskatchewan,Other engineering construction,47,0.3063
2023,Saskatchewan,Other machinery and equipment,47,0.1319
2023,Saskatchewan,Transportation machinery and equipment,47,0.2215
2023,Alberta,Total assets,48,0.2029
2023,Alberta,Commercial buildings,48,0.1978
2023,Alberta,Institutional buildings,48,0.2039
2023,Alberta,Marine engineering infrastructure,48,0.2354
2023,Alberta,Transportation engineering infrastructure,48,0.2731
2023,Alberta,Waterworks infrastructure,48,0.2357
2023,Alberta,Sewage infrastructure,48,0.2357
2023,Alberta,Communications networks,48,0.1602
2023,Alberta,Electric power infrastructure,48,0.1521
2023,Alberta,Oil and gas engineering construction,48,0.1656
2023,Alberta,Other engineering construction,48,0.2357
2023,Alberta,Other machinery and equipment,48,0.1153
2023,Alberta,Transportation machinery and equipment,48,0.1984
2023,British Columbia,Total assets,59,0.1584
2023,British Columbia,Commercial buildings,59,0.1189
2023,British Columbia,Institutional buildings,59,0.1224
2023,British Columbia,Marine engineering infrastructure,59,0.1608
2023,British Columbia,Transportation engineering infrastructure,59,0.1996
2023,British Columbia,Waterworks infrastructure,59,0.1608
2023,British Columbia,Sewage infrastructure,59,0.1609
2023,British Columbia,Communications networks,59,0.1378
2023,British Columbia,Electric power infrastructure,59,0.1507
2023,British Columbia,Oil and gas engineering construction,59,0.1499
2023,British Columbia,Other engineering construction,59,0.1603
2023,British Columbia,Other machinery and equipment,59,0.0838
2023,British Columbia,Transportation machinery and equipment,59,0.2038
2023,Yukon,Total assets,60,0.1561
2023,Yukon,Commercial buildings,60,0.0738
2023,Yukon,Institutional buildings,60,0.0768
2023,Yukon,Marine engineering infrastructure,60,0.407
2023,Yukon,Transportation engineering infrastructure,60,0.1285
2023,Yukon,Waterworks infrastructure,60,0.4069
2023,Yukon,Sewage infrastructure,60,0.4069
2023,Yukon,Communications networks,60,0.1511
2023,Yukon,Electric power infrastructure,60,0.0627
2023,Yukon,Oil and gas engineering construction,60,
2023,Yukon,Other engineering construction,60,0.408
2023,Yukon,Other machinery and equipment,60,0.009
2023,Yukon,Transportation machinery and equipment,60,0.0996
2023,Northwest Territories,Total assets,61,0.2358
2023,Northwest Territories,Commercial buildings,61,0.1923
2023,Northwest Territories,Institutional buildings,61,0.1993
2023,Northwest Territories,Marine engineering infrastructure,61,0.3705
2023,Northwest Territories,Transportation engineering infrastructure,61,0.2323
2023,Northwest Territories,Waterworks infrastructure,61,0.3677
2023,Northwest Territories,Sewage infrastructure,61,0.3672
2023,Northwest Territories,Communications networks,61,0.3668
2023,Northwest Territories,Electric power infrastructure,61,0.1548
2023,Northwest Territories,Oil and gas engineering construction,61,0.1305
2023,Northwest Territories,Other engineering construction,61,0.3678
2023,Northwest Territories,Other machinery and equipment,61,0.1046
2023,Northwest Territories,Transportation machinery and equipment,61,0.2361
2023,Nunavut,Total assets,62,0.1679
2023,Nunavut,Commercial buildings,62,0.1683
2023,Nunavut,Institutional buildings,62,0.1745
2023,Nunavut,Marine engineering infrastructure,62,0.2191
2023,Nunavut,Transportation engineering infrastructure,62,0.2437
2023,Nunavut,Waterworks infrastructure,62,0.2143
2023,Nunavut,Sewage infrastructure,62,0.219
2023,Nunavut,Communications networks,62,0.1057
2023,Nunavut,Electric power infrastructure,62,0.0425
2023,Nunavut,Oil and gas engineering construction,62,
2023,Nunavut,Other engineering construction,62,0.219
2023,Nunavut,Other machinery and equipment,62,0.0834
2023,Nunavut,Transportation machinery and equipment,62,0.2176
2024,Canada,Commercial buildings,,0.1126
2024,Canada,Institutional buildings,,0.1229
2024,Canada,Marine engineering infrastructure,,0.1617
2024,Canada,Transportation engineering infrastructure,,0.2168
2024,Canada,Waterworks infrastructure,,0.2
2024,Canada,Sewage infrastructure,,0.1961
2024,Canada,Communications networks,,0.1632
2024,Canada,Electric power infrastructure,,0.1266
2024,Canada,Oil and gas engineering construction,,0.1524
2024,Canada,Other engineering construction,,0.194
2024,Canada,Other machinery and equipment,,0.1262
2024,Canada,Transportation machinery and equipment,,0.1801
2024,Newfoundland and Labrador,Total assets,10,0.1343
2024,Newfoundland and Labrador,Commercial buildings,10,0.1221
2024,Newfoundland and Labrador,Institutional buildings,10,0.1225
2024,Newfoundland and Labrador,Marine engineering infrastructure,10,0.1449
2024,Newfoundland and Labrador,Transportation engineering infrastructure,10,0.185
2024,Newfoundland and Labrador,Waterworks infrastructure,10,0.1462
2024,Newfoundland and Labrador,Sewage infrastructure,10,0.1462
2024,Newfoundland and Labrador,Communications networks,10,0.2148
2024,Newfoundland and Labrador,Electric power infrastructure,10,0.0903
2024,Newfoundland and Labrador,Oil and gas engineering construction,10,
2024,Newfoundland and Labrador,Other engineering construction,10,0.1462
2024,Newfoundland and Labrador,Other machinery and equipment,10,0.0987
2024,Newfoundland and Labrador,Transportation machinery and equipment,10,0.2107
2024,Prince Edward Island,Total assets,11,0.1429
2024,Prince Edward Island,Commercial buildings,11,0.0984
2024,Prince Edward Island,Institutional buildings,11,0.1009
2024,Prince Edward Island,Marine engineering infrastructure,11,0.1966
2024,Prince Edward Island,Transportation engineering infrastructure,11,0.2211
2024,Prince Edward Island,Waterworks infrastructure,11,0.1958
2024,Prince Edward Island,Sewage infrastructure,11,0.1948
2024,Prince Edward Island,Communications networks,11,0.1304
2024,Prince Edward Island,Electric power infrastructure,11,0.0624
2024,Prince Edward Island,Oil and gas engineering construction,11,
2024,Prince Edward Island,Other engineering construction,11,0.1958
2024,Prince Edward Island,Other machinery and equipment,11,0.0996
2024,Prince Edward Island,Transportation machinery and equipment,11,0.0809
2024,Nova Scotia,Total assets,12,0.1212
2024,Nova Scotia,Commercial buildings,12,0.1528
2024,Nova Scotia,Institutional buildings,12,0.1568
2024,Nova Scotia,Marine engineering infrastructure,12,0.0744
2024,Nova Scotia,Transportation engineering infrastructure,12,0.1182
2024,Nova Scotia,Waterworks infrastructure,12,0.0744
2024,Nova Scotia,Sewage infrastructure,12,0.0744
2024,Nova Scotia,Communications networks,12,0.1684
2024,Nova Scotia,Electric power infrastructure,12,0.0854
2024,Nova Scotia,Oil and gas engineering construction,12,0.1233
2024,Nova Scotia,Other engineering construction,12,0.0744
2024,Nova Scotia,Other machinery and equipment,12,0.0869
2024,Nova Scotia,Transportation machinery and equipment,12,0.1102
2024,New Brunswick,Total assets,13,0.112
2024,New Brunswick,Commercial buildings,13,0.0906
2024,New Brunswick,Institutional buildings,13,0.0933
2024,New Brunswick,Marine engineering infrastructure,13,0.1368
2024,New Brunswick,Transportation engineering infrastructure,13,0.1389
2024,New Brunswick,Waterworks infrastructure,13,0.1368
2024,New Brunswick,Sewage infrastructure,13,0.1367
2024,New Brunswick,Communications networks,13,0.1273
2024,New Brunswick,Electric power infrastructure,13,0.0604
2024,New Brunswick,Oil and gas engineering construction,13,
2024,New Brunswick,Other engineering construction,13,0.1368
2024,New Brunswick,Other machinery and equipment,13,0.0813
2024,New Brunswick,Transportation machinery and equipment,13,0.1418
2024,Quebec,Total assets,24,0.1403
2024,Quebec,Commercial buildings,24,0.1213
2024,Quebec,Institutional buildings,24,0.1257
2024,Quebec,Marine engineering infrastructure,24,0.2027
2024,Quebec,Transportation engineering infrastructure,24,0.1739
2024,Quebec,Waterworks infrastructure,24,0.2023
2024,Quebec,Sewage infrastructure,24,0.2023
2024,Quebec,Communications networks,24,0.1293
2024,Quebec,Electric power infrastructure,24,0.0769
2024,Quebec,Oil and gas engineering construction,24,0.1201
2024,Quebec,Other engineering construction,24,0.2023
2024,Quebec,Other machinery and equipment,24,0.0748
2024,Quebec,Transportation machinery and equipment,24,0.1041
2024,Ontario,Total assets,35,0.167
2024,Ontario,Commercial buildings,35,0.0867
2024,Ontario,Institutional buildings,35,0.0897
2024,Ontario,Marine engineering infrastructure,35,0.1884
2024,Ontario,Transportation engineering infrastructure,35,0.2379
2024,Ontario,Waterworks infrastructure,35,0.1884
2024,Ontario,Sewage infrastructure,35,0.1884
2024,Ontario,Communications networks,35,0.1713
2024,Ontario,Electric power infrastructure,35,0.13
2024,Ontario,Oil and gas engineering construction,35,0.1689
2024,Ontario,Other engineering construction,35,0.1884
2024,Ontario,Other machinery and equipment,35,0.1339
2024,Ontario,Transportation machinery and equipment,35,0.2035
2024,Manitoba,Total assets,46,0.1935
2024,Manitoba,Commercial buildings,46,0.1525
2024,Manitoba,Institutional buildings,46,0.1548
2024,Manitoba,Marine engineering infrastructure,46,0.2459
2024,Manitoba,Transportation engineering infrastructure,46,0.228
2024,Manitoba,Waterworks infrastructure,46,0.2459
2024,Manitoba,Sewage infrastructure,46,0.2459
2024,Manitoba,Communications networks,46,0.1865
2024,Manitoba,Electric power infrastructure,46,0.162
2024,Manitoba,Oil and gas engineering construction,46,0.4007
2024,Manitoba,Other engineering construction,46,0.2431
2024,Manitoba,Other machinery and equipment,46,0.112
2024,Manitoba,Transportation machinery and equipment,46,0.2017
2024,Saskatchewan,Total assets,47,0.2923
2024,Saskatchewan,Commercial buildings,47,0.1755
2024,Saskatchewan,Institutional buildings,47,0.1795
2024,Saskatchewan,Marine engineering infrastructure,47,0.2982
2024,Saskatchewan,Transportation engineering infrastructure,47,0.387
2024,Saskatchewan,Waterworks infrastructure,47,0.2982
2024,Saskatchewan,Sewage infrastructure,47,0.2987
2024,Saskatchewan,Communications networks,47,0.3833
2024,Saskatchewan,Electric power infrastructure,47,0.2294
2024,Saskatchewan,Oil and gas engineering construction,47,0.4451
2024,Saskatchewan,Other engineering construction,47,0.2992
2024,Saskatchewan,Other machinery and equipment,47,0.1248
2024,Saskatchewan,Transportation machinery and equipment,47,0.2155
2024,Alberta,Total assets,48,0.1984
2024,Alberta,Commercial buildings,48,0.1896
2024,Alberta,Institutional buildings,48,0.1947
2024,Alberta,Marine engineering infrastructure,48,0.2299
2024,Alberta,Transportation engineering infrastructure,48,0.2671
2024,Alberta,Waterworks infrastructure,48,0.2302
2024,Alberta,Sewage infrastructure,48,0.2302
2024,Alberta,Communications networks,48,0.1613
2024,Alberta,Electric power infrastructure,48,0.1496
2024,Alberta,Oil and gas engineering construction,48,0.1601
2024,Alberta,Other engineering construction,48,0.2302
2024,Alberta,Other machinery and equipment,48,0.1101
2024,Alberta,Transportation machinery and equipment,48,0.1913
2024,British Columbia,Total assets,59,0.1536
2024,British Columbia,Commercial buildings,59,0.1126
2024,British Columbia,Institutional buildings,59,0.116
2024,British Columbia,Marine engineering infrastructure,59,0.1571
2024,British Columbia,Transportation engineering infrastructure,59,0.1952
2024,British Columbia,Waterworks infrastructure,59,0.157
2024,British Columbia,Sewage infrastructure,59,0.1571
2024,British Columbia,Communications networks,59,0.1388
2024,British Columbia,Electric power infrastructure,59,0.1482
2024,British Columbia,Oil and gas engineering construction,59,0.145
2024,British Columbia,Other engineering construction,59,0.1565
2024,British Columbia,Other machinery and equipment,59,0.0794
2024,British Columbia,Transportation machinery and equipment,59,0.1986
2024,Yukon,Total assets,60,0.1508
2024,Yukon,Commercial buildings,60,0.0707
2024,Yukon,Institutional buildings,60,0.0739
2024,Yukon,Marine engineering infrastructure,60,0.3975
2024,Yukon,Transportation engineering infrastructure,60,0.1256
2024,Yukon,Waterworks infrastructure,60,0.3974
2024,Yukon,Sewage infrastructure,60,0.3974
2024,Yukon,Communications networks,60,0.1521
2024,Yukon,Electric power infrastructure,60,0.0617
2024,Yukon,Oil and gas engineering construction,60,
2024,Yukon,Other engineering construction,60,0.3984
2024,Yukon,Other machinery and equipment,60,0.0087
2024,Yukon,Transportation machinery and equipment,60,0.0938
2024,Northwest Territories,Total assets,61,0.2312
2024,Northwest Territories,Commercial buildings,61,0.1842
2024,Northwest Territories,Institutional buildings,61,0.1917
2024,Northwest Territories,Marine engineering infrastructure,61,0.3621
2024,Northwest Territories,Transportation engineering infrastructure,61,0.2272
2024,Northwest Territories,Waterworks infrastructure,61,0.3591
2024,Northwest Territories,Sewage infrastructure,61,0.3587
2024,Northwest Territories,Communications networks,61,0.3693
2024,Northwest Territories,Electric power infrastructure,61,0.1522
2024,Northwest Territories,Oil and gas engineering construction,61,0.1262
2024,Northwest Territories,Other engineering construction,61,0.3592
2024,Northwest Territories,Other machinery and equipment,61,0.098
2024,Northwest Territories,Transportation machinery and equipment,61,0.2247
2024,Nunavut,Total assets,62,0.1636
2024,Nunavut,Commercial buildings,62,0.1612
2024,Nunavut,Institutional buildings,62,0.1678
2024,Nunavut,Marine engineering infrastructure,62,0.214
2024,Nunavut,Transportation engineering infrastructure,62,0.2384
2024,Nunavut,Waterworks infrastructure,62,0.2095
2024,Nunavut,Sewage infrastructure,62,0.2138
2024,Nunavut,Communications networks,62,0.1065
2024,Nunavut,Electric power infrastructure,62,0.0418
2024,Nunavut,Oil and gas engineering construction,62,
2024,Nunavut,Other engineering construction,62,0.2139
2024,Nunavut,Other machinery and equipment,62,0.0795
2024,Nunavut,Transportation machinery and equipment,62,0.2107
