Year,data.Geography,data.Asset,Value
2017,data.Nunavut,data.Institutional buildings,0.4208
2018,data.Nunavut,data.Institutional buildings,0.4207
2019,data.Nunavut,data.Institutional buildings,0.4207
2020,data.Nunavut,data.Institutional buildings,0.4207
2015,data.Nunavut,data.Marine engineering infrastructure,0.4472
2016,data.Nunavut,data.Marine engineering infrastructure,0.4659
2017,data.Nunavut,data.Marine engineering infrastructure,0.4615
2018,data.Nunavut,data.Marine engineering infrastructure,0.461
2019,data.Nunavut,data.Marine engineering infrastructure,0.4615
2020,data.Nunavut,data.Marine engineering infrastructure,0.4612
2015,data.Nunavut,data.Transportation engineering infrastructure,0.3841
2016,data.Nunavut,data.Transportation engineering infrastructure,0.3759
2017,data.Nunavut,data.Transportation engineering infrastructure,0.3821
2018,data.Nunavut,data.Transportation engineering infrastructure,0.3821
2019,data.Nunavut,data.Transportation engineering infrastructure,0.3821
2020,data.Nunavut,data.Transportation engineering infrastructure,0.3821
2015,data.Nunavut,data.Waterworks infrastructure,0.447
2016,data.Nunavut,data.Waterworks infrastructure,0.4659
2017,data.Nunavut,data.Waterworks infrastructure,0.4615
2018,data.Nunavut,data.Waterworks infrastructure,0.4614
2019,data.Nunavut,data.Waterworks infrastructure,0.4615
2020,data.Nunavut,data.Waterworks infrastructure,0.4615
2015,data.Nunavut,data.Sewage infrastructure,0.4469
2016,data.Nunavut,data.Sewage infrastructure,0.4659
2017,data.Nunavut,data.Sewage infrastructure,0.4614
2018,data.Nunavut,data.Sewage infrastructure,0.4614
2019,data.Nunavut,data.Sewage infrastructure,0.4614
2020,data.Nunavut,data.Sewage infrastructure,0.4614
2015,data.Nunavut,data.Communications networks,0.3629
2016,data.Nunavut,data.Communications networks,0.3566
2017,data.Nunavut,data.Communications networks,0.3564
2018,data.Nunavut,data.Communications networks,0.356
2019,data.Nunavut,data.Communications networks,0.3559
2020,data.Nunavut,data.Communications networks,0.3564
2015,data.Nunavut,data.Electric power infrastructure,0.3196
2016,data.Nunavut,data.Electric power infrastructure,0.325
2017,data.Nunavut,data.Electric power infrastructure,0.3244
2018,data.Nunavut,data.Electric power infrastructure,0.3244
2019,data.Nunavut,data.Electric power infrastructure,0.3244
2020,data.Nunavut,data.Electric power infrastructure,0.3244
2015,data.Nunavut,data.Oil and gas engineering construction,0.409
2016,data.Nunavut,data.Oil and gas engineering construction,0.4076
2017,data.Nunavut,data.Oil and gas engineering construction,0.415
2018,data.Nunavut,data.Oil and gas engineering construction,0.431
2019,data.Nunavut,data.Oil and gas engineering construction,0.4299
2020,data.Nunavut,data.Oil and gas engineering construction,0.4285
2015,data.Nunavut,data.Other engineering construction,0.4467
2016,data.Nunavut,data.Other engineering construction,0.4659
2017,data.Nunavut,data.Other engineering construction,0.4614
2018,data.Nunavut,data.Other engineering construction,0.461
2019,data.Nunavut,data.Other engineering construction,0.4614
2020,data.Nunavut,data.Other engineering construction,0.4614
2015,data.Nunavut,data.Other machinery and equipment,0.6918
2016,data.Nunavut,data.Other machinery and equipment,0.669
2017,data.Nunavut,data.Other machinery and equipment,0.6708
2018,data.Nunavut,data.Other machinery and equipment,0.6706
2019,data.Nunavut,data.Other machinery and equipment,0.6711
2020,data.Nunavut,data.Other machinery and equipment,0.6709
2015,data.Nunavut,data.Transportation machinery and equipment,0.6827
2016,data.Nunavut,data.Transportation machinery and equipment,0.675
2017,data.Nunavut,data.Transportation machinery and equipment,0.67
2018,data.Nunavut,data.Transportation machinery and equipment,0.6669
2019,data.Nunavut,data.Transportation machinery and equipment,0.6558
2020,data.Nunavut,data.Transportation machinery and equipment,0.6556
