Year,Géographie,Actif,GeoCode,Value
2022,Yukon,Structures et réseaux autoroutiers et routiers,60,44.4
2022,Yukon,Ponts,60,46.8
2022,Yukon,Lignes de chemins de fer,60,66.1
2022,Yukon,Pistes d'atterrissage et de décollage,60,66.6
2022,Yukon,Infrastructure d'adduction et de distribution d'eau,60,60.6
2022,Yukon,Usines de filtration de l'eau,60,64.1
2022,Yukon,Autres infrastructure d'eau,60,58.3
2022,Yukon,Infrastructures pour les eaux usées,60,40.4
2022,Yukon,Usines d'épuration des eaux d'égout,60,34.5
2022,Yukon,Autres infrastructure d'égout,60,55.0
2022,Yukon,Réseaux de communication,60,63.9
2022,Yukon,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",60,51.8
2022,Yukon,Fibre optique,60,71.2
2022,Yukon,Structures de support pour la transmission,60,57.7
2022,Yukon,Autres structures de communication,60,54.6
2022,Yukon,Infrastructure liées à l'énergie électrique,60,60.2
2022,Yukon,Centrales éoliennes et panneaux solaires,60,59.1
2022,Yukon,Centrale énergétique thermale,60,62.0
2022,Yukon,Centrale énergétique hydraulique,60,58.5
2022,Yukon,Réseaux de transport d'électricité,60,63.9
2022,Yukon,Réseau de distribution d'électricité,60,60.1
2022,Yukon,Autres constructions de l'énergie électrique,60,59.1
2022,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.0
2022,Yukon,Oléoducs,60,0.0
2022,Yukon,Autres travaux de génie,60,54.8
2022,Yukon,Installations d'élimination des déchets,60,37.7
2022,Yukon,Installations récréatives de plein air,60,78.7
2022,Yukon,Dépollution,60,46.2
2022,Yukon,Autres machines et matériel,60,57.8
2022,Yukon,"Turbines, turbogénérateurs et groupes générateurs de turbine",60,64.2
2022,Yukon,Matériel de traitement de l'eau,60,81.8
2022,Yukon,Transformateurs de puissance et de distribution,60,44.1
2022,Yukon,Machines et matériel de transport,60,61.2
2022,Yukon,Autobus,60,64.7
2022,Yukon,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",60,26.8
2022,Territoires du Nord-Ouest,Total des actifs,61,69.0
2022,Territoires du Nord-Ouest,Immeubles commerciaux,61,64.2
2022,Territoires du Nord-Ouest,Installations sportives avec capacité d'accueil de spectateurs,61,63.8
2022,Territoires du Nord-Ouest,Installations récréatives intérieures,61,79.3
2022,Territoires du Nord-Ouest,Résidences d'étudiants,61,58.7
2022,Territoires du Nord-Ouest,Aéroports et autres gares de voyageurs,61,78.9
2022,Territoires du Nord-Ouest,Édifices de communications,61,43.8
2022,Territoires du Nord-Ouest,Bâtiments institutionnels,61,71.4
2022,Territoires du Nord-Ouest,"Écoles, collèges, universités et autres bâtiments d'enseignement",61,67.1
2022,Territoires du Nord-Ouest,Hôpitaux,61,76.9
2022,Territoires du Nord-Ouest,Maisons de soins infirmiers et résidences pour personnes âgées,61,77.5
2022,Territoires du Nord-Ouest,Centres religieux et lieux commémoratifs,61,88.2
2022,Territoires du Nord-Ouest,Musées,61,64.6
2022,Territoires du Nord-Ouest,Lieux historiques,61,84.4
2022,Territoires du Nord-Ouest,Bibliothèques,61,61.3
2022,Territoires du Nord-Ouest,Installations de sécurité publique,61,66.7
2022,Territoires du Nord-Ouest,Infrastructures de génie maritime,61,58.9
2022,Territoires du Nord-Ouest,Ports de mer,61,43.1
2022,Territoires du Nord-Ouest,Ports de plaisance et ports de commerce,61,47.8
2022,Territoires du Nord-Ouest,Canaux et voies navigables,61,63.8
2022,Territoires du Nord-Ouest,Autres infrastructures de génie maritime,61,52.5
2022,Territoires du Nord-Ouest,Infrastructures de génie liées aux transports,61,62.3
2022,Territoires du Nord-Ouest,Structures et réseaux autoroutiers et routiers,61,59.2
2022,Territoires du Nord-Ouest,Ponts,61,54.8
2022,Territoires du Nord-Ouest,Lignes de chemins de fer,61,64.7
2022,Territoires du Nord-Ouest,Pistes d'atterrissage et de décollage,61,74.2
2022,Territoires du Nord-Ouest,Infrastructure d'adduction et de distribution d'eau,61,72.4
2022,Territoires du Nord-Ouest,Usines de filtration de l'eau,61,69.2
2022,Territoires du Nord-Ouest,Autres infrastructure d'eau,61,77.0
2022,Territoires du Nord-Ouest,Infrastructures pour les eaux usées,61,71.3
2022,Territoires du Nord-Ouest,Usines d'épuration des eaux d'égout,61,79.6
2022,Territoires du Nord-Ouest,Autres infrastructure d'égout,61,71.1
2022,Territoires du Nord-Ouest,Réseaux de communication,61,58.8
2022,Territoires du Nord-Ouest,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",61,50.6
2022,Territoires du Nord-Ouest,Fibre optique,61,63.1
2022,Territoires du Nord-Ouest,Structures de support pour la transmission,61,56.5
2022,Territoires du Nord-Ouest,Autres structures de communication,61,61.8
2022,Territoires du Nord-Ouest,Infrastructure liées à l'énergie électrique,61,78.7
2022,Territoires du Nord-Ouest,Centrales éoliennes et panneaux solaires,61,72.5
2022,Territoires du Nord-Ouest,Centrale énergétique thermale,61,74.0
2022,Territoires du Nord-Ouest,Centrale énergétique hydraulique,61,85.1
2022,Territoires du Nord-Ouest,Réseaux de transport d'électricité,61,74.0
2022,Territoires du Nord-Ouest,Réseau de distribution d'électricité,61,76.3
2022,Territoires du Nord-Ouest,Autres constructions de l'énergie électrique,61,72.5
2022,Territoires du Nord-Ouest,Construction liée aux installations de pétrole et de gaz,61,77.6
2022,Territoires du Nord-Ouest,Oléoducs,61,77.6
2022,Territoires du Nord-Ouest,Autres travaux de génie,61,69.7
2022,Territoires du Nord-Ouest,Installations d'élimination des déchets,61,66.9
2022,Territoires du Nord-Ouest,Installations récréatives de plein air,61,71.0
2022,Territoires du Nord-Ouest,Dépollution,61,60.3
2022,Territoires du Nord-Ouest,Autres machines et matériel,61,67.9
2022,Territoires du Nord-Ouest,"Turbines, turbogénérateurs et groupes générateurs de turbine",61,67.1
2022,Territoires du Nord-Ouest,Matériel de traitement de l'eau,61,44.7
2022,Territoires du Nord-Ouest,Transformateurs de puissance et de distribution,61,72.1
2022,Territoires du Nord-Ouest,Machines et matériel de transport,61,41.3
2022,Territoires du Nord-Ouest,Autobus,61,36.7
2022,Territoires du Nord-Ouest,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",61,43.8
2022,Nunavut,Total des actifs,62,71.7
2022,Nunavut,Immeubles commerciaux,62,73.3
2022,Nunavut,Installations sportives avec capacité d'accueil de spectateurs,62,73.5
2022,Nunavut,Installations récréatives intérieures,62,75.8
2022,Nunavut,Résidences d'étudiants,62,66.2
2022,Nunavut,Aéroports et autres gares de voyageurs,62,72.8
2022,Nunavut,Édifices de communications,62,71.4
2022,Nunavut,Bâtiments institutionnels,62,71.5
2022,Nunavut,"Écoles, collèges, universités et autres bâtiments d'enseignement",62,70.4
2022,Nunavut,Hôpitaux,62,61.1
2022,Nunavut,Maisons de soins infirmiers et résidences pour personnes âgées,62,81.8
2022,Nunavut,Centres religieux et lieux commémoratifs,62,88.8
2022,Nunavut,Musées,62,76.3
2022,Nunavut,Lieux historiques,62,75.6
2022,Nunavut,Bibliothèques,62,72.0
2022,Nunavut,Installations de sécurité publique,62,82.2
2022,Nunavut,Infrastructures de génie maritime,62,84.6
2022,Nunavut,Ports de mer,62,84.7
2022,Nunavut,Ports de plaisance et ports de commerce,62,66.6
2022,Nunavut,Canaux et voies navigables,62,74.4
2022,Nunavut,Autres infrastructures de génie maritime,62,82.3
2022,Nunavut,Infrastructures de génie liées aux transports,62,63.2
2022,Nunavut,Structures et réseaux autoroutiers et routiers,62,62.2
2022,Nunavut,Ponts,62,59.7
2022,Nunavut,Lignes de chemins de fer,62,62.1
2022,Nunavut,Pistes d'atterrissage et de décollage,62,67.2
2022,Nunavut,Infrastructure d'adduction et de distribution d'eau,62,76.5
2022,Nunavut,Usines de filtration de l'eau,62,75.3
2022,Nunavut,Autres infrastructure d'eau,62,77.0
2022,Nunavut,Infrastructures pour les eaux usées,62,69.0
2022,Nunavut,Usines d'épuration des eaux d'égout,62,65.2
2022,Nunavut,Autres infrastructure d'égout,62,72.4
2022,Nunavut,Réseaux de communication,62,53.3
2022,Nunavut,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",62,55.3
2022,Nunavut,Fibre optique,62,51.6
2022,Nunavut,Structures de support pour la transmission,62,53.1
2022,Nunavut,Autres structures de communication,62,48.7
2022,Nunavut,Infrastructure liées à l'énergie électrique,62,83.9
2022,Nunavut,Centrales éoliennes et panneaux solaires,62,75.8
2022,Nunavut,Centrale énergétique thermale,62,87.1
2022,Nunavut,Centrale énergétique hydraulique,62,82.2
2022,Nunavut,Réseaux de transport d'électricité,62,79.6
2022,Nunavut,Réseau de distribution d'électricité,62,83.4
2022,Nunavut,Autres constructions de l'énergie électrique,62,75.8
2022,Nunavut,Autres travaux de génie,62,64.7
2022,Nunavut,Installations d'élimination des déchets,62,70.6
2022,Nunavut,Installations récréatives de plein air,62,59.1
2022,Nunavut,Dépollution,62,64.5
2022,Nunavut,Autres machines et matériel,62,45.8
2022,Nunavut,"Turbines, turbogénérateurs et groupes générateurs de turbine",62,33.2
2022,Nunavut,Matériel de traitement de l'eau,62,48.8
2022,Nunavut,Transformateurs de puissance et de distribution,62,45.6
2022,Nunavut,Machines et matériel de transport,62,82.4
2022,Nunavut,Autobus,62,69.6
2022,Nunavut,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",62,85.3
2023,Canada,Immeubles commerciaux,,55.7
2023,Canada,Installations sportives avec capacité d'accueil de spectateurs,,57.5
2023,Canada,Installations récréatives intérieures,,55.4
2023,Canada,Résidences d'étudiants,,57.0
2023,Canada,Aéroports et autres gares de voyageurs,,55.2
2023,Canada,Édifices de communications,,55.7
2023,Canada,Bâtiments institutionnels,,58.5
2023,Canada,"Écoles, collèges, universités et autres bâtiments d'enseignement",,58.7
2023,Canada,Hôpitaux,,59.5
2023,Canada,Maisons de soins infirmiers et résidences pour personnes âgées,,58.1
2023,Canada,Centres religieux et lieux commémoratifs,,48.0
2023,Canada,Musées,,63.7
2023,Canada,Lieux historiques,,55.8
2023,Canada,Bibliothèques,,51.0
2023,Canada,Installations de sécurité publique,,55.8
2023,Canada,Infrastructures de génie maritime,,58.1
2023,Canada,Ports de mer,,69.3
2023,Canada,Ports de plaisance et ports de commerce,,30.5
2023,Canada,Canaux et voies navigables,,56.1
2023,Canada,Autres infrastructures de génie maritime,,52.7
2023,Canada,Infrastructures de génie liées aux transports,,59.3
2023,Canada,Structures et réseaux autoroutiers et routiers,,54.1
2023,Canada,Ponts,,60.8
2023,Canada,Tunnels,,79.1
2023,Canada,Lignes de chemins de fer,,69.3
2023,Canada,Pistes d'atterrissage et de décollage,,64.2
2023,Canada,Infrastructure d'adduction et de distribution d'eau,,58.0
2023,Canada,Usines de filtration de l'eau,,53.7
2023,Canada,Autres infrastructure d'eau,,59.6
2023,Canada,Infrastructures pour les eaux usées,,53.2
2023,Canada,Usines d'épuration des eaux d'égout,,55.0
2023,Canada,Autres infrastructure d'égout,,52.5
2023,Canada,Réseaux de communication,,60.4
2023,Canada,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",,59.0
2023,Canada,Fibre optique,,59.4
2023,Canada,Structures de support pour la transmission,,64.0
2023,Canada,Autres structures de communication,,59.8
2023,Canada,Infrastructure liées à l'énergie électrique,,60.6
2023,Canada,Centrales éoliennes et panneaux solaires,,68.0
2023,Canada,Centrale énergétique thermale,,66.7
2023,Canada,Centrale énergétique nucléaire,,65.6
2023,Canada,Centrale énergétique hydraulique,,62.5
2023,Canada,Réseaux de transport d'électricité,,59.7
2023,Canada,Réseau de distribution d'électricité,,57.4
2023,Canada,Autres constructions de l'énergie électrique,,68.0
2023,Canada,Construction liée aux installations de pétrole et de gaz,,71.7
2023,Canada,Oléoducs,,71.7
2023,Canada,Autres travaux de génie,,59.9
2023,Canada,Installations d'élimination des déchets,,61.7
2023,Canada,Installations récréatives de plein air,,62.8
2023,Canada,Dépollution,,44.6
2023,Canada,Autres machines et matériel,,55.0
2023,Canada,"Turbines, turbogénérateurs et groupes générateurs de turbine",,55.8
2023,Canada,"Systèmes d'alimentation en vapeur, de réacteur nucléaire",,70.4
2023,Canada,Matériel de traitement de l'eau,,55.6
2023,Canada,Transformateurs de puissance et de distribution,,52.1
2023,Canada,Machines et matériel de transport,,57.5
2023,Canada,Autobus,,44.2
2023,Canada,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",,64.4
2023,Terre-Neuve-et-Labrador,Total des actifs,10,65.3
2023,Terre-Neuve-et-Labrador,Immeubles commerciaux,10,57.6
2023,Terre-Neuve-et-Labrador,Installations sportives avec capacité d'accueil de spectateurs,10,69.6
2023,Terre-Neuve-et-Labrador,Installations récréatives intérieures,10,57.3
2023,Terre-Neuve-et-Labrador,Résidences d'étudiants,10,74.1
2023,Terre-Neuve-et-Labrador,Aéroports et autres gares de voyageurs,10,56.7
2023,Terre-Neuve-et-Labrador,Édifices de communications,10,56.3
2023,Terre-Neuve-et-Labrador,Bâtiments institutionnels,10,61.8
2023,Terre-Neuve-et-Labrador,"Écoles, collèges, universités et autres bâtiments d'enseignement",10,56.6
2023,Terre-Neuve-et-Labrador,Hôpitaux,10,70.3
2023,Terre-Neuve-et-Labrador,Maisons de soins infirmiers et résidences pour personnes âgées,10,68.8
2023,Terre-Neuve-et-Labrador,Centres religieux et lieux commémoratifs,10,76.4
2023,Terre-Neuve-et-Labrador,Musées,10,45.0
2023,Terre-Neuve-et-Labrador,Lieux historiques,10,82.8
2023,Terre-Neuve-et-Labrador,Bibliothèques,10,87.9
2023,Terre-Neuve-et-Labrador,Installations de sécurité publique,10,56.9
2023,Terre-Neuve-et-Labrador,Infrastructures de génie maritime,10,53.7
2023,Terre-Neuve-et-Labrador,Ports de mer,10,62.4
2023,Terre-Neuve-et-Labrador,Ports de plaisance et ports de commerce,10,35.7
2023,Terre-Neuve-et-Labrador,Canaux et voies navigables,10,50.6
2023,Terre-Neuve-et-Labrador,Autres infrastructures de génie maritime,10,53.1
2023,Terre-Neuve-et-Labrador,Infrastructures de génie liées aux transports,10,51.0
2023,Terre-Neuve-et-Labrador,Structures et réseaux autoroutiers et routiers,10,51.2
2023,Terre-Neuve-et-Labrador,Ponts,10,56.6
2023,Terre-Neuve-et-Labrador,Tunnels,10,34.6
2023,Terre-Neuve-et-Labrador,Lignes de chemins de fer,10,55.0
2023,Terre-Neuve-et-Labrador,Pistes d'atterrissage et de décollage,10,48.0
2023,Terre-Neuve-et-Labrador,Infrastructure d'adduction et de distribution d'eau,10,54.0
2023,Terre-Neuve-et-Labrador,Usines de filtration de l'eau,10,60.5
2023,Terre-Neuve-et-Labrador,Autres infrastructure d'eau,10,53.8
2023,Terre-Neuve-et-Labrador,Infrastructures pour les eaux usées,10,49.2
2023,Terre-Neuve-et-Labrador,Usines d'épuration des eaux d'égout,10,75.6
2023,Terre-Neuve-et-Labrador,Autres infrastructure d'égout,10,48.6
2023,Terre-Neuve-et-Labrador,Réseaux de communication,10,62.1
2023,Terre-Neuve-et-Labrador,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",10,60.1
2023,Terre-Neuve-et-Labrador,Fibre optique,10,60.6
2023,Terre-Neuve-et-Labrador,Structures de support pour la transmission,10,61.6
2023,Terre-Neuve-et-Labrador,Autres structures de communication,10,82.5
2023,Terre-Neuve-et-Labrador,Infrastructure liées à l'énergie électrique,10,73.4
2023,Terre-Neuve-et-Labrador,Centrales éoliennes et panneaux solaires,10,70.2
2023,Terre-Neuve-et-Labrador,Centrale énergétique thermale,10,80.5
2023,Terre-Neuve-et-Labrador,Centrale énergétique hydraulique,10,73.2
2023,Terre-Neuve-et-Labrador,Réseaux de transport d'électricité,10,72.9
2023,Terre-Neuve-et-Labrador,Réseau de distribution d'électricité,10,78.5
2023,Terre-Neuve-et-Labrador,Autres constructions de l'énergie électrique,10,70.2
2023,Terre-Neuve-et-Labrador,Construction liée aux installations de pétrole et de gaz,10,57.9
2023,Terre-Neuve-et-Labrador,Oléoducs,10,57.9
2023,Terre-Neuve-et-Labrador,Autres travaux de génie,10,54.1
2023,Terre-Neuve-et-Labrador,Installations d'élimination des déchets,10,60.0
2023,Terre-Neuve-et-Labrador,Installations récréatives de plein air,10,53.7
2023,Terre-Neuve-et-Labrador,Dépollution,10,43.0
2023,Terre-Neuve-et-Labrador,Autres machines et matériel,10,60.8
2023,Terre-Neuve-et-Labrador,"Turbines, turbogénérateurs et groupes générateurs de turbine",10,78.3
2023,Terre-Neuve-et-Labrador,Matériel de traitement de l'eau,10,61.8
2023,Terre-Neuve-et-Labrador,Transformateurs de puissance et de distribution,10,50.7
2023,Terre-Neuve-et-Labrador,Machines et matériel de transport,10,47.4
2023,Terre-Neuve-et-Labrador,Autobus,10,51.2
2023,Terre-Neuve-et-Labrador,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",10,43.6
2023,Île-du-Prince-Édouard,Total des actifs,11,57.6
2023,Île-du-Prince-Édouard,Immeubles commerciaux,11,77.2
2023,Île-du-Prince-Édouard,Installations sportives avec capacité d'accueil de spectateurs,11,55.4
2023,Île-du-Prince-Édouard,Installations récréatives intérieures,11,76.3
2023,Île-du-Prince-Édouard,Résidences d'étudiants,11,93.2
2023,Île-du-Prince-Édouard,Aéroports et autres gares de voyageurs,11,87.2
2023,Île-du-Prince-Édouard,Édifices de communications,11,62.7
2023,Île-du-Prince-Édouard,Bâtiments institutionnels,11,55.6
2023,Île-du-Prince-Édouard,"Écoles, collèges, universités et autres bâtiments d'enseignement",11,54.2
2023,Île-du-Prince-Édouard,Hôpitaux,11,55.8
2023,Île-du-Prince-Édouard,Maisons de soins infirmiers et résidences pour personnes âgées,11,51.1
2023,Île-du-Prince-Édouard,Centres religieux et lieux commémoratifs,11,52.2
2023,Île-du-Prince-Édouard,Musées,11,56.9
2023,Île-du-Prince-Édouard,Lieux historiques,11,93.1
2023,Île-du-Prince-Édouard,Bibliothèques,11,92.4
2023,Île-du-Prince-Édouard,Installations de sécurité publique,11,56.0
2023,Île-du-Prince-Édouard,Infrastructures de génie maritime,11,51.1
2023,Île-du-Prince-Édouard,Ports de mer,11,52.3
2023,Île-du-Prince-Édouard,Ports de plaisance et ports de commerce,11,44.4
2023,Île-du-Prince-Édouard,Canaux et voies navigables,11,27.9
2023,Île-du-Prince-Édouard,Autres infrastructures de génie maritime,11,40.0
2023,Île-du-Prince-Édouard,Infrastructures de génie liées aux transports,11,51.2
2023,Île-du-Prince-Édouard,Structures et réseaux autoroutiers et routiers,11,51.0
2023,Île-du-Prince-Édouard,Ponts,11,51.1
2023,Île-du-Prince-Édouard,Tunnels,11,31.4
2023,Île-du-Prince-Édouard,Lignes de chemins de fer,11,58.2
2023,Île-du-Prince-Édouard,Pistes d'atterrissage et de décollage,11,53.7
2023,Île-du-Prince-Édouard,Infrastructure d'adduction et de distribution d'eau,11,62.7
2023,Île-du-Prince-Édouard,Usines de filtration de l'eau,11,51.4
2023,Île-du-Prince-Édouard,Autres infrastructure d'eau,11,65.6
2023,Île-du-Prince-Édouard,Infrastructures pour les eaux usées,11,54.1
2023,Île-du-Prince-Édouard,Usines d'épuration des eaux d'égout,11,52.2
2023,Île-du-Prince-Édouard,Autres infrastructure d'égout,11,55.4
2023,Île-du-Prince-Édouard,Réseaux de communication,11,60.8
2023,Île-du-Prince-Édouard,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",11,56.8
2023,Île-du-Prince-Édouard,Fibre optique,11,61.6
2023,Île-du-Prince-Édouard,Structures de support pour la transmission,11,57.2
2023,Île-du-Prince-Édouard,Autres structures de communication,11,88.3
2023,Île-du-Prince-Édouard,Infrastructure liées à l'énergie électrique,11,64.2
2023,Île-du-Prince-Édouard,Centrales éoliennes et panneaux solaires,11,76.4
2023,Île-du-Prince-Édouard,Centrale énergétique thermale,11,57.0
2023,Île-du-Prince-Édouard,Réseaux de transport d'électricité,11,60.8
2023,Île-du-Prince-Édouard,Réseau de distribution d'électricité,11,64.8
2023,Île-du-Prince-Édouard,Autres constructions de l'énergie électrique,11,76.4
2023,Île-du-Prince-Édouard,Construction liée aux installations de pétrole et de gaz,11,48.5
2023,Île-du-Prince-Édouard,Oléoducs,11,48.5
2023,Île-du-Prince-Édouard,Autres travaux de génie,11,57.5
2023,Île-du-Prince-Édouard,Installations d'élimination des déchets,11,41.6
2023,Île-du-Prince-Édouard,Installations récréatives de plein air,11,66.2
2023,Île-du-Prince-Édouard,Dépollution,11,30.0
2023,Île-du-Prince-Édouard,Autres machines et matériel,11,50.0
2023,Île-du-Prince-Édouard,"Turbines, turbogénérateurs et groupes générateurs de turbine",11,48.1
2023,Île-du-Prince-Édouard,Matériel de traitement de l'eau,11,45.7
2023,Île-du-Prince-Édouard,Transformateurs de puissance et de distribution,11,51.2
2023,Île-du-Prince-Édouard,Machines et matériel de transport,11,66.0
2023,Île-du-Prince-Édouard,Autobus,11,73.6
2023,Île-du-Prince-Édouard,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",11,34.5
2023,Nouvelle-Écosse,Total des actifs,12,56.5
2023,Nouvelle-Écosse,Immeubles commerciaux,12,59.2
2023,Nouvelle-Écosse,Installations sportives avec capacité d'accueil de spectateurs,12,55.8
2023,Nouvelle-Écosse,Installations récréatives intérieures,12,60.3
2023,Nouvelle-Écosse,Résidences d'étudiants,12,83.2
2023,Nouvelle-Écosse,Aéroports et autres gares de voyageurs,12,59.0
2023,Nouvelle-Écosse,Édifices de communications,12,48.9
2023,Nouvelle-Écosse,Bâtiments institutionnels,12,58.1
2023,Nouvelle-Écosse,"Écoles, collèges, universités et autres bâtiments d'enseignement",12,60.9
2023,Nouvelle-Écosse,Hôpitaux,12,60.4
2023,Nouvelle-Écosse,Maisons de soins infirmiers et résidences pour personnes âgées,12,48.4
2023,Nouvelle-Écosse,Centres religieux et lieux commémoratifs,12,57.7
2023,Nouvelle-Écosse,Musées,12,62.6
2023,Nouvelle-Écosse,Lieux historiques,12,57.7
2023,Nouvelle-Écosse,Bibliothèques,12,42.7
2023,Nouvelle-Écosse,Installations de sécurité publique,12,43.1
2023,Nouvelle-Écosse,Infrastructures de génie maritime,12,52.9
2023,Nouvelle-Écosse,Ports de mer,12,55.2
2023,Nouvelle-Écosse,Ports de plaisance et ports de commerce,12,39.2
2023,Nouvelle-Écosse,Canaux et voies navigables,12,50.7
2023,Nouvelle-Écosse,Autres infrastructures de génie maritime,12,51.1
2023,Nouvelle-Écosse,Infrastructures de génie liées aux transports,12,56.3
2023,Nouvelle-Écosse,Structures et réseaux autoroutiers et routiers,12,54.9
2023,Nouvelle-Écosse,Ponts,12,66.2
2023,Nouvelle-Écosse,Tunnels,12,34.2
2023,Nouvelle-Écosse,Lignes de chemins de fer,12,56.0
2023,Nouvelle-Écosse,Pistes d'atterrissage et de décollage,12,53.9
2023,Nouvelle-Écosse,Infrastructure d'adduction et de distribution d'eau,12,48.7
2023,Nouvelle-Écosse,Usines de filtration de l'eau,12,44.9
2023,Nouvelle-Écosse,Autres infrastructure d'eau,12,48.9
2023,Nouvelle-Écosse,Infrastructures pour les eaux usées,12,46.4
2023,Nouvelle-Écosse,Usines d'épuration des eaux d'égout,12,59.3
2023,Nouvelle-Écosse,Autres infrastructure d'égout,12,45.2
2023,Nouvelle-Écosse,Réseaux de communication,12,58.6
2023,Nouvelle-Écosse,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",12,58.3
2023,Nouvelle-Écosse,Fibre optique,12,56.6
2023,Nouvelle-Écosse,Structures de support pour la transmission,12,56.4
2023,Nouvelle-Écosse,Autres structures de communication,12,79.7
2023,Nouvelle-Écosse,Infrastructure liées à l'énergie électrique,12,58.0
2023,Nouvelle-Écosse,Centrales éoliennes et panneaux solaires,12,53.3
2023,Nouvelle-Écosse,Centrale énergétique thermale,12,53.5
2023,Nouvelle-Écosse,Centrale énergétique hydraulique,12,59.2
2023,Nouvelle-Écosse,Réseaux de transport d'électricité,12,59.6
2023,Nouvelle-Écosse,Réseau de distribution d'électricité,12,60.3
2023,Nouvelle-Écosse,Autres constructions de l'énergie électrique,12,53.3
2023,Nouvelle-Écosse,Construction liée aux installations de pétrole et de gaz,12,30.0
2023,Nouvelle-Écosse,Oléoducs,12,30.0
2023,Nouvelle-Écosse,Autres travaux de génie,12,72.8
2023,Nouvelle-Écosse,Installations d'élimination des déchets,12,83.8
2023,Nouvelle-Écosse,Installations récréatives de plein air,12,67.1
2023,Nouvelle-Écosse,Dépollution,12,47.4
2023,Nouvelle-Écosse,Autres machines et matériel,12,66.4
2023,Nouvelle-Écosse,"Turbines, turbogénérateurs et groupes générateurs de turbine",12,65.4
2023,Nouvelle-Écosse,Matériel de traitement de l'eau,12,51.8
2023,Nouvelle-Écosse,Transformateurs de puissance et de distribution,12,69.2
2023,Nouvelle-Écosse,Machines et matériel de transport,12,47.2
2023,Nouvelle-Écosse,Autobus,12,47.7
2023,Nouvelle-Écosse,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",12,45.9
2023,Nouveau-Brunswick,Total des actifs,13,53.0
2023,Nouveau-Brunswick,Immeubles commerciaux,13,58.5
2023,Nouveau-Brunswick,Installations sportives avec capacité d'accueil de spectateurs,13,62.5
2023,Nouveau-Brunswick,Installations récréatives intérieures,13,60.4
2023,Nouveau-Brunswick,Résidences d'étudiants,13,52.5
2023,Nouveau-Brunswick,Aéroports et autres gares de voyageurs,13,54.0
2023,Nouveau-Brunswick,Édifices de communications,13,59.5
2023,Nouveau-Brunswick,Bâtiments institutionnels,13,51.8
2023,Nouveau-Brunswick,"Écoles, collèges, universités et autres bâtiments d'enseignement",13,52.2
2023,Nouveau-Brunswick,Hôpitaux,13,52.7
2023,Nouveau-Brunswick,Maisons de soins infirmiers et résidences pour personnes âgées,13,39.4
2023,Nouveau-Brunswick,Centres religieux et lieux commémoratifs,13,51.5
2023,Nouveau-Brunswick,Musées,13,76.0
2023,Nouveau-Brunswick,Lieux historiques,13,70.2
2023,Nouveau-Brunswick,Bibliothèques,13,55.4
2023,Nouveau-Brunswick,Installations de sécurité publique,13,63.4
2023,Nouveau-Brunswick,Infrastructures de génie maritime,13,62.2
2023,Nouveau-Brunswick,Ports de mer,13,65.3
2023,Nouveau-Brunswick,Ports de plaisance et ports de commerce,13,48.4
2023,Nouveau-Brunswick,Canaux et voies navigables,13,43.9
2023,Nouveau-Brunswick,Autres infrastructures de génie maritime,13,47.0
2023,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,50.4
2023,Nouveau-Brunswick,Structures et réseaux autoroutiers et routiers,13,49.3
2023,Nouveau-Brunswick,Ponts,13,59.8
2023,Nouveau-Brunswick,Tunnels,13,31.9
2023,Nouveau-Brunswick,Lignes de chemins de fer,13,52.2
2023,Nouveau-Brunswick,Pistes d'atterrissage et de décollage,13,56.7
2023,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,57.9
2023,Nouveau-Brunswick,Usines de filtration de l'eau,13,50.1
2023,Nouveau-Brunswick,Autres infrastructure d'eau,13,60.4
2023,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,49.4
2023,Nouveau-Brunswick,Usines d'épuration des eaux d'égout,13,60.9
2023,Nouveau-Brunswick,Autres infrastructure d'égout,13,46.5
2023,Nouveau-Brunswick,Réseaux de communication,13,68.3
2023,Nouveau-Brunswick,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",13,62.1
2023,Nouveau-Brunswick,Fibre optique,13,69.1
2023,Nouveau-Brunswick,Structures de support pour la transmission,13,70.0
2023,Nouveau-Brunswick,Autres structures de communication,13,72.2
2023,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,53.5
2023,Nouveau-Brunswick,Centrales éoliennes et panneaux solaires,13,70.5
2023,Nouveau-Brunswick,Centrale énergétique thermale,13,54.4
