Year,Géographie,Industries,Activités de protection ou pratiques de gestion de l'environnement,GeoCode,Value
2021,Saskatchewan,"Total, industries",Lutte contre le bruit et les vibrations,47,2.3
2021,Alberta,"Total, industries","Total, activités de protection de l'environnement",48,84.0
2021,Alberta,"Total, industries",Gestion des eaux usées,48,61.8
2021,Alberta,"Total, industries",Gestion de la pollution atmosphérique,48,16.7
2021,Alberta,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",48,16.1
2021,Alberta,"Total, industries",Protection de la biodiversité et de l'habitat,48,6.7
2021,Alberta,"Total, industries",Lutte contre le bruit et les vibrations,48,5.9
2021,Colombie-Britannique,"Total, industries","Total, activités de protection de l'environnement",59,87.3
2021,Colombie-Britannique,"Total, industries",Gestion des eaux usées,59,53.7
2021,Colombie-Britannique,"Total, industries",Gestion de la pollution atmosphérique,59,12.1
2021,Colombie-Britannique,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",59,8.1
2021,Colombie-Britannique,"Total, industries",Protection de la biodiversité et de l'habitat,59,3.8
2021,Colombie-Britannique,"Total, industries",Lutte contre le bruit et les vibrations,59,2.9
2021,Territoires,"Total, industries","Total, activités de protection de l'environnement",,87.1
2021,Territoires,"Total, industries",Gestion des eaux usées,,75.7
2021,Territoires,"Total, industries",Gestion de la pollution atmosphérique,,20.0
2021,Territoires,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,21.4
2021,Territoires,"Total, industries",Protection de la biodiversité et de l'habitat,,17.1
2021,Territoires,"Total, industries",Lutte contre le bruit et les vibrations,,12.9
2022,Canada,"Total, industries",Gestion des eaux usées,,63.7
2022,Canada,"Total, industries",Gestion de la pollution atmosphérique,,15.2
2022,Canada,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,7.4
2022,Canada,"Total, industries",Protection de la biodiversité et de l'habitat,,2.9
2022,Canada,"Total, industries",Lutte contre le bruit et les vibrations,,6.8
2022,Canada,Exploitation forestière (sauf à forfait),"Total, activités de protection de l'environnement",,76.8
2022,Canada,Exploitation forestière (sauf à forfait),Gestion des eaux usées,,64.6
2022,Canada,Exploitation forestière (sauf à forfait),Gestion de la pollution atmosphérique,,2.8
2022,Canada,Exploitation forestière (sauf à forfait),"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,9.0
2022,Canada,Exploitation forestière (sauf à forfait),Protection de la biodiversité et de l'habitat,,1.8
2022,Canada,Extraction de pétrole et de gaz,"Total, activités de protection de l'environnement",,87.2
2022,Canada,Extraction de pétrole et de gaz,Gestion des eaux usées,,80.7
2022,Canada,Extraction de pétrole et de gaz,Gestion de la pollution atmosphérique,,54.4
2022,Canada,Extraction de pétrole et de gaz,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,77.7
2022,Canada,Extraction de pétrole et de gaz,Protection de la biodiversité et de l'habitat,,34.9
2022,Canada,Extraction de pétrole et de gaz,Lutte contre le bruit et les vibrations,,35.9
2022,Canada,Extraction minière et exploitation en carrière,"Total, activités de protection de l'environnement",,100.0
2022,Canada,Extraction minière et exploitation en carrière,Gestion des eaux usées,,90.1
2022,Canada,Extraction minière et exploitation en carrière,Gestion de la pollution atmosphérique,,74.1
2022,Canada,Extraction minière et exploitation en carrière,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,81.5
2022,Canada,Extraction minière et exploitation en carrière,Protection de la biodiversité et de l'habitat,,59.3
2022,Canada,Extraction minière et exploitation en carrière,Lutte contre le bruit et les vibrations,,39.5
2022,Canada,"Production, transport et distribution d'électricité","Total, activités de protection de l'environnement",,79.9
2022,Canada,"Production, transport et distribution d'électricité",Gestion des eaux usées,,63.0
2022,Canada,"Production, transport et distribution d'électricité",Gestion de la pollution atmosphérique,,23.4
2022,Canada,"Production, transport et distribution d'électricité","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,30.5
2022,Canada,"Production, transport et distribution d'électricité",Protection de la biodiversité et de l'habitat,,33.5
2022,Canada,"Production, transport et distribution d'électricité",Lutte contre le bruit et les vibrations,,8.1
2022,Canada,Distribution de gaz naturel,"Total, activités de protection de l'environnement",,61.5
2022,Canada,Distribution de gaz naturel,Gestion des eaux usées,,51.3
2022,Canada,Distribution de gaz naturel,Gestion de la pollution atmosphérique,,46.2
2022,Canada,Distribution de gaz naturel,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,43.6
2022,Canada,Distribution de gaz naturel,Protection de la biodiversité et de l'habitat,,12.8
2022,Canada,Distribution de gaz naturel,Lutte contre le bruit et les vibrations,,33.3
2022,Canada,Fabrication d'aliments,"Total, activités de protection de l'environnement",,95.9
2022,Canada,Fabrication d'aliments,Gestion des eaux usées,,81.3
2022,Canada,Fabrication d'aliments,Gestion de la pollution atmosphérique,,17.6
2022,Canada,Fabrication d'aliments,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,6.2
2022,Canada,Fabrication d'aliments,Protection de la biodiversité et de l'habitat,,2.3
2022,Canada,Fabrication d'aliments,Lutte contre le bruit et les vibrations,,15.6
2022,Canada,Fabrication de boissons et de produits du tabac,"Total, activités de protection de l'environnement",,94.7
2022,Canada,Fabrication de boissons et de produits du tabac,Gestion des eaux usées,,78.9
2022,Canada,Fabrication de boissons et de produits du tabac,Gestion de la pollution atmosphérique,,4.2
2022,Canada,Fabrication de boissons et de produits du tabac,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,2.3
2022,Canada,Fabrication de boissons et de produits du tabac,Lutte contre le bruit et les vibrations,,0.8
2022,Canada,Fabrication de produits en bois,"Total, activités de protection de l'environnement",,87.8
2022,Canada,Fabrication de produits en bois,Gestion des eaux usées,,66.2
2022,Canada,Fabrication de produits en bois,Gestion de la pollution atmosphérique,,19.8
2022,Canada,Fabrication de produits en bois,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,23.4
2022,Canada,Fabrication de produits en bois,Protection de la biodiversité et de l'habitat,,7.0
2022,Canada,Fabrication de produits en bois,Lutte contre le bruit et les vibrations,,4.4
2022,Canada,Fabrication du papier,"Total, activités de protection de l'environnement",,95.5
2022,Canada,Fabrication du papier,Gestion des eaux usées,,83.6
2022,Canada,Fabrication du papier,Gestion de la pollution atmosphérique,,53.2
2022,Canada,Fabrication du papier,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,31.8
2022,Canada,Fabrication du papier,Protection de la biodiversité et de l'habitat,,12.3
2022,Canada,Fabrication du papier,Lutte contre le bruit et les vibrations,,11.9
2022,Canada,Fabrication de produits du pétrole et du charbon,"Total, activités de protection de l'environnement",,77.4
2022,Canada,Fabrication de produits du pétrole et du charbon,Gestion des eaux usées,,71.0
2022,Canada,Fabrication de produits du pétrole et du charbon,Gestion de la pollution atmosphérique,,54.8
2022,Canada,Fabrication de produits du pétrole et du charbon,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,38.7
2022,Canada,Fabrication de produits du pétrole et du charbon,Protection de la biodiversité et de l'habitat,,29.0
2022,Canada,Fabrication de produits du pétrole et du charbon,Lutte contre le bruit et les vibrations,,22.6
2022,Canada,Fabrication de produits chimiques,"Total, activités de protection de l'environnement",,96.6
2022,Canada,Fabrication de produits chimiques,Gestion des eaux usées,,79.1
2022,Canada,Fabrication de produits chimiques,Gestion de la pollution atmosphérique,,41.5
2022,Canada,Fabrication de produits chimiques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,22.0
2022,Canada,Fabrication de produits chimiques,Protection de la biodiversité et de l'habitat,,4.3
2022,Canada,Fabrication de produits chimiques,Lutte contre le bruit et les vibrations,,12.6
2022,Canada,Fabrication de produits minéraux non métalliques,"Total, activités de protection de l'environnement",,90.0
2022,Canada,Fabrication de produits minéraux non métalliques,Gestion des eaux usées,,74.2
2022,Canada,Fabrication de produits minéraux non métalliques,Gestion de la pollution atmosphérique,,37.8
2022,Canada,Fabrication de produits minéraux non métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,7.1
2022,Canada,Fabrication de produits minéraux non métalliques,Protection de la biodiversité et de l'habitat,,0.3
2022,Canada,Fabrication de produits minéraux non métalliques,Lutte contre le bruit et les vibrations,,7.1
2022,Canada,Première transformation des métaux,"Total, activités de protection de l'environnement",,97.2
2022,Canada,Première transformation des métaux,Gestion des eaux usées,,88.1
2022,Canada,Première transformation des métaux,Gestion de la pollution atmosphérique,,64.0
2022,Canada,Première transformation des métaux,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,48.8
2022,Canada,Première transformation des métaux,Protection de la biodiversité et de l'habitat,,13.3
2022,Canada,Première transformation des métaux,Lutte contre le bruit et les vibrations,,23.8
2022,Canada,Fabrication de produits métalliques,"Total, activités de protection de l'environnement",,89.0
2022,Canada,Fabrication de produits métalliques,Gestion des eaux usées,,62.0
2022,Canada,Fabrication de produits métalliques,Gestion de la pollution atmosphérique,,16.5
2022,Canada,Fabrication de produits métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,1.6
2022,Canada,Fabrication de produits métalliques,Protection de la biodiversité et de l'habitat,,0.2
2022,Canada,Fabrication de produits métalliques,Lutte contre le bruit et les vibrations,,3.6
2022,Canada,Fabrication de matériel de transport,"Total, activités de protection de l'environnement",,91.2
2022,Canada,Fabrication de matériel de transport,Gestion des eaux usées,,72.1
2022,Canada,Fabrication de matériel de transport,Gestion de la pollution atmosphérique,,17.1
2022,Canada,Fabrication de matériel de transport,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,7.5
2022,Canada,Fabrication de matériel de transport,Protection de la biodiversité et de l'habitat,,2.7
2022,Canada,Fabrication de matériel de transport,Lutte contre le bruit et les vibrations,,11.7
2022,Canada,Fabrication de produits en plastique et en caoutchouc,"Total, activités de protection de l'environnement",,96.2
2022,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion des eaux usées,,73.7
2022,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion de la pollution atmosphérique,,14.6
2022,Canada,Fabrication de produits en plastique et en caoutchouc,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,4.0
2022,Canada,Fabrication de produits en plastique et en caoutchouc,Protection de la biodiversité et de l'habitat,,1.5
2022,Canada,Fabrication de produits en plastique et en caoutchouc,Lutte contre le bruit et les vibrations,,4.7
2022,Canada,Fabrication de machines,"Total, activités de protection de l'environnement",,83.2
2022,Canada,Fabrication de machines,Gestion des eaux usées,,59.1
2022,Canada,Fabrication de machines,Gestion de la pollution atmosphérique,,3.8
2022,Canada,Fabrication de machines,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,1.7
2022,Canada,Fabrication de machines,Lutte contre le bruit et les vibrations,,0.9
2022,Canada,Fabrication de meubles et de produits connexes,"Total, activités de protection de l'environnement",,89.9
2022,Canada,Fabrication de meubles et de produits connexes,Gestion des eaux usées,,55.0
2022,Canada,Fabrication de meubles et de produits connexes,Gestion de la pollution atmosphérique,,3.0
2022,Canada,Fabrication de meubles et de produits connexes,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,1.1
2022,Canada,Fabrication de meubles et de produits connexes,Protection de la biodiversité et de l'habitat,,0.8
2022,Canada,Fabrication de meubles et de produits connexes,Lutte contre le bruit et les vibrations,,13.0
2022,Canada,Autres industries de fabrication,"Total, activités de protection de l'environnement",,78.3
2022,Canada,Autres industries de fabrication,Gestion des eaux usées,,53.1
2022,Canada,Autres industries de fabrication,Gestion de la pollution atmosphérique,,7.8
2022,Canada,Autres industries de fabrication,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,0.7
2022,Canada,Autres industries de fabrication,Protection de la biodiversité et de l'habitat,,0.1
2022,Canada,Autres industries de fabrication,Lutte contre le bruit et les vibrations,,4.0
2022,Canada,Transport par pipeline,"Total, activités de protection de l'environnement",,81.6
2022,Canada,Transport par pipeline,Gestion des eaux usées,,69.4
2022,Canada,Transport par pipeline,Gestion de la pollution atmosphérique,,61.2
2022,Canada,Transport par pipeline,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,75.5
2022,Canada,Transport par pipeline,Protection de la biodiversité et de l'habitat,,55.1
2022,Canada,Transport par pipeline,Lutte contre le bruit et les vibrations,,24.5
2022,Provinces de l'Atlantique,"Total, industries","Total, activités de protection de l'environnement",,85.8
2022,Provinces de l'Atlantique,"Total, industries",Gestion des eaux usées,,60.8
2022,Provinces de l'Atlantique,"Total, industries",Gestion de la pollution atmosphérique,,16.4
2022,Provinces de l'Atlantique,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,8.6
2022,Provinces de l'Atlantique,"Total, industries",Protection de la biodiversité et de l'habitat,,3.4
2022,Provinces de l'Atlantique,"Total, industries",Lutte contre le bruit et les vibrations,,5.1
2022,Terre-Neuve-et-Labrador,"Total, industries","Total, activités de protection de l'environnement",10,86.0
2022,Terre-Neuve-et-Labrador,"Total, industries",Gestion des eaux usées,10,64.0
2022,Terre-Neuve-et-Labrador,"Total, industries",Gestion de la pollution atmosphérique,10,25.0
2022,Terre-Neuve-et-Labrador,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10,8.7
2022,Terre-Neuve-et-Labrador,"Total, industries",Protection de la biodiversité et de l'habitat,10,5.8
2022,Terre-Neuve-et-Labrador,"Total, industries",Lutte contre le bruit et les vibrations,10,11.0
2022,Île-du-Prince-Édouard,"Total, industries","Total, activités de protection de l'environnement",11,84.0
2022,Île-du-Prince-Édouard,"Total, industries",Gestion des eaux usées,11,59.0
2022,Île-du-Prince-Édouard,"Total, industries",Gestion de la pollution atmosphérique,11,11.0
2022,Île-du-Prince-Édouard,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",11,5.0
2022,Nouvelle-Écosse,"Total, industries","Total, activités de protection de l'environnement",12,84.6
2022,Nouvelle-Écosse,"Total, industries",Gestion des eaux usées,12,59.0
2022,Nouvelle-Écosse,"Total, industries",Gestion de la pollution atmosphérique,12,14.6
2022,Nouvelle-Écosse,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12,7.9
2022,Nouvelle-Écosse,"Total, industries",Protection de la biodiversité et de l'habitat,12,2.8
2022,Nouvelle-Écosse,"Total, industries",Lutte contre le bruit et les vibrations,12,3.4
2022,Nouveau-Brunswick,"Total, industries","Total, activités de protection de l'environnement",13,87.9
2022,Nouveau-Brunswick,"Total, industries",Gestion des eaux usées,13,62.2
2022,Nouveau-Brunswick,"Total, industries",Gestion de la pollution atmosphérique,13,16.1
2022,Nouveau-Brunswick,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",13,10.6
2022,Nouveau-Brunswick,"Total, industries",Protection de la biodiversité et de l'habitat,13,3.9
2022,Nouveau-Brunswick,"Total, industries",Lutte contre le bruit et les vibrations,13,5.5
2022,Québec,"Total, industries","Total, activités de protection de l'environnement",24,87.2
2022,Québec,"Total, industries",Gestion des eaux usées,24,63.4
2022,Québec,"Total, industries",Gestion de la pollution atmosphérique,24,13.5
2022,Québec,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",24,8.2
2022,Québec,"Total, industries",Protection de la biodiversité et de l'habitat,24,2.3
2022,Québec,"Total, industries",Lutte contre le bruit et les vibrations,24,7.7
2022,Ontario,"Total, industries","Total, activités de protection de l'environnement",35,87.5
2022,Ontario,"Total, industries",Gestion des eaux usées,35,64.5
2022,Ontario,"Total, industries",Gestion de la pollution atmosphérique,35,15.7
2022,Ontario,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",35,4.1
2022,Ontario,"Total, industries",Protection de la biodiversité et de l'habitat,35,1.3
2022,Ontario,"Total, industries",Lutte contre le bruit et les vibrations,35,9.1
2022,Provinces des Prairies,"Total, industries","Total, activités de protection de l'environnement",,86.7
2022,Provinces des Prairies,"Total, industries",Gestion des eaux usées,,66.7
2022,Provinces des Prairies,"Total, industries",Gestion de la pollution atmosphérique,,20.3
2022,Provinces des Prairies,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,13.3
2022,Provinces des Prairies,"Total, industries",Protection de la biodiversité et de l'habitat,,6.9
2022,Provinces des Prairies,"Total, industries",Lutte contre le bruit et les vibrations,,5.1
2022,Manitoba,"Total, industries","Total, activités de protection de l'environnement",46,82.4
2022,Manitoba,"Total, industries",Gestion des eaux usées,46,66.0
2022,Manitoba,"Total, industries",Gestion de la pollution atmosphérique,46,14.8
2022,Manitoba,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",46,4.6
2022,Manitoba,"Total, industries",Protection de la biodiversité et de l'habitat,46,2.5
2022,Manitoba,"Total, industries",Lutte contre le bruit et les vibrations,46,1.5
2022,Saskatchewan,"Total, industries","Total, activités de protection de l'environnement",47,90.3
2022,Saskatchewan,"Total, industries",Gestion des eaux usées,47,74.3
2022,Saskatchewan,"Total, industries",Gestion de la pollution atmosphérique,47,25.1
2022,Saskatchewan,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",47,14.3
2022,Saskatchewan,"Total, industries",Protection de la biodiversité et de l'habitat,47,8.5
2022,Saskatchewan,"Total, industries",Lutte contre le bruit et les vibrations,47,2.8
2022,Alberta,"Total, industries","Total, activités de protection de l'environnement",48,87.0
2022,Alberta,"Total, industries",Gestion des eaux usées,48,65.3
2022,Alberta,"Total, industries",Gestion de la pollution atmosphérique,48,20.5
2022,Alberta,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",48,15.1
2022,Alberta,"Total, industries",Protection de la biodiversité et de l'habitat,48,7.6
2022,Alberta,"Total, industries",Lutte contre le bruit et les vibrations,48,6.4
2022,Colombie-Britannique,"Total, industries","Total, activités de protection de l'environnement",59,83.7
2022,Colombie-Britannique,"Total, industries",Gestion des eaux usées,59,59.8
2022,Colombie-Britannique,"Total, industries",Gestion de la pollution atmosphérique,59,10.7
2022,Colombie-Britannique,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",59,6.4
2022,Colombie-Britannique,"Total, industries",Protection de la biodiversité et de l'habitat,59,2.5
2022,Colombie-Britannique,"Total, industries",Lutte contre le bruit et les vibrations,59,2.5
2022,Territoires,"Total, industries","Total, activités de protection de l'environnement",,76.1
2022,Territoires,"Total, industries",Gestion des eaux usées,,68.7
2022,Territoires,"Total, industries",Gestion de la pollution atmosphérique,,13.4
2022,Territoires,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,17.9
2022,Territoires,"Total, industries",Protection de la biodiversité et de l'habitat,,17.9
2022,Territoires,"Total, industries",Lutte contre le bruit et les vibrations,,11.9
2023,Canada,"Total, industries",Gestion des eaux usées,,60.7
2023,Canada,"Total, industries",Gestion de la pollution atmosphérique,,15.7
2023,Canada,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,10.4
2023,Canada,"Total, industries",Protection de la biodiversité et de l'habitat,,4.5
2023,Canada,"Total, industries",Lutte contre le bruit et les vibrations,,6.0
2023,Canada,Exploitation forestière (sauf à forfait),"Total, activités de protection de l'environnement",,61.6
2023,Canada,Exploitation forestière (sauf à forfait),Gestion des eaux usées,,46.6
2023,Canada,Exploitation forestière (sauf à forfait),Gestion de la pollution atmosphérique,,13.9
2023,Canada,Exploitation forestière (sauf à forfait),"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,17.6
2023,Canada,Exploitation forestière (sauf à forfait),Protection de la biodiversité et de l'habitat,,18.2
2023,Canada,Exploitation forestière (sauf à forfait),Lutte contre le bruit et les vibrations,,0.0
2023,Canada,Extraction de pétrole et de gaz,"Total, activités de protection de l'environnement",,87.6
2023,Canada,Extraction de pétrole et de gaz,Gestion des eaux usées,,83.8
2023,Canada,Extraction de pétrole et de gaz,Gestion de la pollution atmosphérique,,60.2
2023,Canada,Extraction de pétrole et de gaz,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,77.6
2023,Canada,Extraction de pétrole et de gaz,Protection de la biodiversité et de l'habitat,,39.7
2023,Canada,Extraction de pétrole et de gaz,Lutte contre le bruit et les vibrations,,10.0
2023,Canada,Extraction minière et exploitation en carrière,"Total, activités de protection de l'environnement",,100.0
2023,Canada,Extraction minière et exploitation en carrière,Gestion des eaux usées,,96.1
2023,Canada,Extraction minière et exploitation en carrière,Gestion de la pollution atmosphérique,,77.6
2023,Canada,Extraction minière et exploitation en carrière,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,88.2
2023,Canada,Extraction minière et exploitation en carrière,Protection de la biodiversité et de l'habitat,,64.5
2023,Canada,Extraction minière et exploitation en carrière,Lutte contre le bruit et les vibrations,,27.6
2023,Canada,"Production, transport et distribution d'électricité","Total, activités de protection de l'environnement",,87.8
2023,Canada,"Production, transport et distribution d'électricité",Gestion des eaux usées,,76.8
2023,Canada,"Production, transport et distribution d'électricité",Gestion de la pollution atmosphérique,,34.2
2023,Canada,"Production, transport et distribution d'électricité","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,36.0
2023,Canada,"Production, transport et distribution d'électricité",Protection de la biodiversité et de l'habitat,,35.4
2023,Canada,"Production, transport et distribution d'électricité",Lutte contre le bruit et les vibrations,,16.7
2023,Canada,Distribution de gaz naturel,"Total, activités de protection de l'environnement",,71.9
2023,Canada,Distribution de gaz naturel,Gestion des eaux usées,,59.4
2023,Canada,Distribution de gaz naturel,Gestion de la pollution atmosphérique,,59.4
2023,Canada,Distribution de gaz naturel,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,53.1
2023,Canada,Distribution de gaz naturel,Protection de la biodiversité et de l'habitat,,50.0
2023,Canada,Distribution de gaz naturel,Lutte contre le bruit et les vibrations,,34.4
2023,Canada,Fabrication d'aliments,"Total, activités de protection de l'environnement",,97.1
2023,Canada,Fabrication d'aliments,Gestion des eaux usées,,82.5
2023,Canada,Fabrication d'aliments,Gestion de la pollution atmosphérique,,18.2
2023,Canada,Fabrication d'aliments,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,15.1
2023,Canada,Fabrication d'aliments,Protection de la biodiversité et de l'habitat,,2.3
2023,Canada,Fabrication d'aliments,Lutte contre le bruit et les vibrations,,3.0
2023,Canada,Fabrication de boissons et de produits du tabac,"Total, activités de protection de l'environnement",,89.4
2023,Canada,Fabrication de boissons et de produits du tabac,Gestion des eaux usées,,76.7
2023,Canada,Fabrication de boissons et de produits du tabac,Gestion de la pollution atmosphérique,,27.3
2023,Canada,Fabrication de boissons et de produits du tabac,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,12.3
2023,Canada,Fabrication de boissons et de produits du tabac,Lutte contre le bruit et les vibrations,,3.5
2023,Canada,Fabrication de produits en bois,"Total, activités de protection de l'environnement",,88.5
2023,Canada,Fabrication de produits en bois,Gestion des eaux usées,,65.8
2023,Canada,Fabrication de produits en bois,Gestion de la pollution atmosphérique,,17.3
2023,Canada,Fabrication de produits en bois,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,24.1
2023,Canada,Fabrication de produits en bois,Protection de la biodiversité et de l'habitat,,12.9
2023,Canada,Fabrication de produits en bois,Lutte contre le bruit et les vibrations,,10.2
2023,Canada,Fabrication du papier,"Total, activités de protection de l'environnement",,94.0
2023,Canada,Fabrication du papier,Gestion des eaux usées,,80.1
2023,Canada,Fabrication du papier,Gestion de la pollution atmosphérique,,29.8
2023,Canada,Fabrication du papier,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,27.7
2023,Canada,Fabrication du papier,Protection de la biodiversité et de l'habitat,,10.0
2023,Canada,Fabrication du papier,Lutte contre le bruit et les vibrations,,7.6
2023,Canada,Fabrication de produits du pétrole et du charbon,"Total, activités de protection de l'environnement",,89.7
2023,Canada,Fabrication de produits du pétrole et du charbon,Gestion des eaux usées,,87.2
2023,Canada,Fabrication de produits du pétrole et du charbon,Gestion de la pollution atmosphérique,,82.1
2023,Canada,Fabrication de produits du pétrole et du charbon,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,71.8
2023,Canada,Fabrication de produits du pétrole et du charbon,Protection de la biodiversité et de l'habitat,,35.9
2023,Canada,Fabrication de produits du pétrole et du charbon,Lutte contre le bruit et les vibrations,,51.3
2023,Canada,Fabrication de produits chimiques,"Total, activités de protection de l'environnement",,95.5
2023,Canada,Fabrication de produits chimiques,Gestion des eaux usées,,77.0
2023,Canada,Fabrication de produits chimiques,Gestion de la pollution atmosphérique,,49.5
2023,Canada,Fabrication de produits chimiques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,22.2
2023,Canada,Fabrication de produits chimiques,Protection de la biodiversité et de l'habitat,,9.8
2023,Canada,Fabrication de produits chimiques,Lutte contre le bruit et les vibrations,,12.2
2023,Canada,Fabrication de produits minéraux non métalliques,"Total, activités de protection de l'environnement",,90.2
2023,Canada,Fabrication de produits minéraux non métalliques,Gestion des eaux usées,,74.8
2023,Canada,Fabrication de produits minéraux non métalliques,Gestion de la pollution atmosphérique,,36.2
2023,Canada,Fabrication de produits minéraux non métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,11.8
2023,Canada,Fabrication de produits minéraux non métalliques,Protection de la biodiversité et de l'habitat,,0.7
2023,Canada,Fabrication de produits minéraux non métalliques,Lutte contre le bruit et les vibrations,,13.7
2023,Canada,Première transformation des métaux,"Total, activités de protection de l'environnement",,95.7
2023,Canada,Première transformation des métaux,Gestion des eaux usées,,85.9
2023,Canada,Première transformation des métaux,Gestion de la pollution atmosphérique,,70.5
2023,Canada,Première transformation des métaux,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,57.1
2023,Canada,Première transformation des métaux,Protection de la biodiversité et de l'habitat,,23.9
2023,Canada,Première transformation des métaux,Lutte contre le bruit et les vibrations,,32.5
2023,Canada,Fabrication de produits métalliques,"Total, activités de protection de l'environnement",,85.6
2023,Canada,Fabrication de produits métalliques,Gestion des eaux usées,,56.9
2023,Canada,Fabrication de produits métalliques,Gestion de la pollution atmosphérique,,11.2
2023,Canada,Fabrication de produits métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,5.9
2023,Canada,Fabrication de produits métalliques,Protection de la biodiversité et de l'habitat,,0.3
2023,Canada,Fabrication de produits métalliques,Lutte contre le bruit et les vibrations,,4.2
2023,Canada,Fabrication de matériel de transport,"Total, activités de protection de l'environnement",,90.2
2023,Canada,Fabrication de matériel de transport,Gestion des eaux usées,,72.3
2023,Canada,Fabrication de matériel de transport,Gestion de la pollution atmosphérique,,19.4
2023,Canada,Fabrication de matériel de transport,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,13.8
2023,Canada,Fabrication de matériel de transport,Protection de la biodiversité et de l'habitat,,3.2
2023,Canada,Fabrication de matériel de transport,Lutte contre le bruit et les vibrations,,11.3
2023,Canada,Fabrication de produits en plastique et en caoutchouc,"Total, activités de protection de l'environnement",,96.3
2023,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion des eaux usées,,69.6
2023,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion de la pollution atmosphérique,,15.6
2023,Canada,Fabrication de produits en plastique et en caoutchouc,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,3.7
2023,Canada,Fabrication de produits en plastique et en caoutchouc,Protection de la biodiversité et de l'habitat,,1.5
2023,Canada,Fabrication de produits en plastique et en caoutchouc,Lutte contre le bruit et les vibrations,,7.9
2023,Canada,Fabrication de machines,"Total, activités de protection de l'environnement",,87.0
2023,Canada,Fabrication de machines,Gestion des eaux usées,,54.1
2023,Canada,Fabrication de machines,Gestion de la pollution atmosphérique,,13.8
2023,Canada,Fabrication de machines,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,1.6
2023,Canada,Fabrication de machines,Protection de la biodiversité et de l'habitat,,0.0
