Year,Géographie,GeoCode,Value
2022,"Windsor, Ontario",35559,228.3
2022,"Barrie, Ontario",35568,167.2
2022,"Grand Sudbury, Ontario",35580,381.2
2022,"Thunder Bay, Ontario",35595,282.2
2022,Manitoba,46,164.9
2022,"Winnipeg, Manitoba",46602,193.7
2022,Saskatchewan,47,165.0
2022,"Regina, Saskatchewan",47705,90.0
2022,"Saskatoon, Saskatchewan",47725,273.5
2022,Alberta,48,214.4
2022,"Lethbridge, Alberta",48810,486.5
2022,"Calgary, Alberta",48825,209.0
2022,"Red Deer, Alberta",48830,316.7
2022,"Edmonton, Alberta",48835,273.0
2022,Colombie-Britannique,59,345.9
2022,"Kelowna, Colombie-Britannique",59915,364.7
2022,"Kamloops, Colombie-Britannique",59925,252.8
2022,"Chilliwack, Colombie-Britannique",59930,607.8
2022,"Abbotsford-Mission, Colombie-Britannique",59932,499.7
2022,"Vancouver, Colombie-Britannique",59933,359.9
2022,"Victoria, Colombie-Britannique",59935,432.5
2022,"Nanaimo, Colombie-Britannique",59938,237.7
2022,Yukon,60,227.3
2022,Territoires du Nord-Ouest,61,152.2
2022,Nunavut,62,160.6
2023,,,233.1
2023,Total pour les régions autres que les régions métropolitaines de recensement,,196.2
2023,Total pour les régions métropolitaines de recensement,,245.4
2023,Terre-Neuve-et-Labrador,10,241.9
2023,"St. John's, Terre-Neuve-et-Labrador",10001,104.7
2023,Île-du-Prince-Édouard,11,210.4
2023,Nouvelle-Écosse,12,334.5
2023,"Halifax, Nouvelle-Écosse",12205,412.7
2023,Nouveau-Brunswick,13,311.6
2023,"Moncton, Nouveau-Brunswick",13305,279.3
2023,"Saint John, Nouveau-Brunswick",13310,202.4
2023,"Fredericton, Nouveau-Brunswick",13320,198.7
2023,Québec,24,115.7
2023,"Saguenay, Québec",24408,36.2
2023,"Québec, Québec",24421,116.0
2023,"Sherbrooke, Québec",24433,164.2
2023,"Trois-Rivières, Québec",24442,208.5
2023,"Drummondville, Québec",24447,243.6
2023,"Montréal, Québec",24462,97.3
2023,"Ottawa-Gatineau, partie québécoise",24505,321.8
2023,Ontario,35,196.2
2023,"Ottawa-Gatineau, partie ontarienne",35505,252.1
2023,"Kingston, Ontario",35521,210.5
2023,"Belleville-Quinte West, Ontario",35522,110.2
2023,"Peterborough, Ontario",35529,251.4
2023,"Toronto, Ontario",35535,140.7
2023,"Hamilton, Ontario",35537,178.8
2023,"St. Catharines-Niagara, Ontario",35539,479.9
2023,"Kitchener-Cambridge-Waterloo, Ontario",35541,652.1
2023,"Brantford, Ontario",35543,418.3
2023,"Guelph, Ontario",35550,235.4
2023,"London, Ontario",35555,255.2
2023,"Windsor, Ontario",35559,212.5
2023,"Barrie, Ontario",35568,211.5
2023,"Grand Sudbury, Ontario",35580,405.9
2023,"Thunder Bay, Ontario",35595,340.6
2023,Manitoba,46,181.7
2023,"Winnipeg, Manitoba",46602,208.6
2023,Saskatchewan,47,214.3
2023,"Regina, Saskatchewan",47705,118.9
2023,"Saskatoon, Saskatchewan",47725,325.9
2023,Alberta,48,257.5
2023,"Lethbridge, Alberta",48810,545.6
2023,"Calgary, Alberta",48825,204.5
2023,"Red Deer, Alberta",48830,373.5
2023,"Edmonton, Alberta",48835,384.2
2023,Colombie-Britannique,59,491.7
2023,"Kelowna, Colombie-Britannique",59915,479.6
2023,"Kamloops, Colombie-Britannique",59925,499.5
2023,"Chilliwack, Colombie-Britannique",59930,774.5
2023,"Abbotsford-Mission, Colombie-Britannique",59932,855.9
2023,"Vancouver, Colombie-Britannique",59933,457.2
2023,"Victoria, Colombie-Britannique",59935,589.3
2023,"Nanaimo, Colombie-Britannique",59938,380.5
2023,Yukon,60,194.7
2023,Territoires du Nord-Ouest,61,166.8
2023,Nunavut,62,83.6
